country,date,price,year,quarter
Italy,2003-09-30,90.41,2003,3
South Korea,2003-09-30,99.29,2003,3
Lithuania,2003-09-30,61.06,2003,3
Malaysia,2003-09-30,93.12,2003,3
Netherlands,2003-09-30,97.83,2003,3
Norway,2003-09-30,68.88,2003,3
New Zealand,2003-09-30,78.61,2003,3
Peru,2003-09-30,66.57,2003,3
Serbia,2003-09-30,86.3,2003,3
Russia,2003-09-30,45.28,2003,3
Sweden,2003-09-30,65.22,2003,3
United States,2003-09-30,120.09,2003,3
South Africa,2003-09-30,69.69,2003,3
United Arab Emirates,2003-12-31,87.04,2003,4
Austria,2003-12-31,92.06,2003,4
Australia,2003-12-31,83.79,2003,4
Brazil,2003-12-31,47.84,2003,4
Canada,2003-12-31,71.31,2003,4
Switzerland,2003-12-31,85.68,2003,4
Chile,2003-12-31,100.95,2003,4
Colombia,2003-12-31,66.04,2003,4
Cyprus,2003-12-31,56.73,2003,4
Germany,2003-12-31,103.95,2003,4
Denmark,2003-12-31,79.78,2003,4
France,2003-12-31,74.09,2003,4
United Kingdom,2003-12-31,94.8,2003,4
Indonesia,2003-12-31,138.15,2003,4
Israel,2003-12-31,80.74,2003,4
Iceland,2003-12-31,97.98,2003,4
Italy,2003-12-31,90.56,2003,4
South Korea,2003-12-31,99.57,2003,4
Lithuania,2003-12-31,59.88,2003,4
Malaysia,2003-12-31,93.3,2003,4
Netherlands,2003-12-31,98.9,2003,4
Norway,2003-12-31,69.44,2003,4
New Zealand,2003-12-31,83.32,2003,4
Peru,2003-12-31,67.9,2003,4
Serbia,2003-12-31,87.5,2003,4
Russia,2003-12-31,46.42,2003,4
Sweden,2003-12-31,65.53,2003,4
United States,2003-12-31,124.03,2003,4
South Africa,2003-12-31,74.71,2003,4
United Arab Emirates,2004-03-31,94.98,2004,1
Austria,2004-03-31,84.68,2004,1
Australia,2004-03-31,82.71,2004,1
Brazil,2004-03-31,48.57,2004,1
Canada,2004-03-31,72.15,2004,1
Switzerland,2004-03-31,86.62,2004,1
Chile,2004-03-31,101.65,2004,1
Colombia,2004-03-31,64.27,2004,1
Cyprus,2004-03-31,64.87,2004,1
Germany,2004-03-31,103.12,2004,1
Denmark,2004-03-31,81.97,2004,1
France,2004-03-31,76.15,2004,1
United Kingdom,2004-03-31,95.74,2004,1
Indonesia,2004-03-31,137.01,2004,1
Israel,2004-03-31,81.57,2004,1
Iceland,2004-03-31,97.85,2004,1
Italy,2004-03-31,90.98,2004,1
South Korea,2004-03-31,97.25,2004,1
Lithuania,2004-03-31,65.88,2004,1
Malaysia,2004-03-31,94.41,2004,1
Netherlands,2004-03-31,99.88,2004,1
Norway,2004-03-31,74.4,2004,1
New Zealand,2004-03-31,86.74,2004,1
Peru,2004-03-31,74.73,2004,1
Serbia,2004-03-31,92.44,2004,1
Russia,2004-03-31,49.88,2004,1
Sweden,2004-03-31,67.02,2004,1
United States,2004-03-31,127.18,2004,1
South Africa,2004-03-31,79.39,2004,1
United Arab Emirates,2004-06-30,98.62,2004,2
Austria,2004-06-30,88.38,2004,2
Australia,2004-06-30,81.49,2004,2
Brazil,2004-06-30,49.22,2004,2
Canada,2004-06-30,74.64,2004,2
Switzerland,2004-06-30,86.64,2004,2
Chile,2004-06-30,100.95,2004,2
Colombia,2004-06-30,66.48,2004,2
Cyprus,2004-06-30,66.26,2004,2
Germany,2004-06-30,102.94,2004,2
Denmark,2004-06-30,85.07,2004,2
France,2004-06-30,78.62,2004,2
United Kingdom,2004-06-30,100.6,2004,2
Indonesia,2004-06-30,136.07,2004,2
Israel,2004-06-30,81.96,2004,2
Iceland,2004-06-30,101.95,2004,2
Italy,2004-06-30,92.12,2004,2
South Korea,2004-06-30,96.8,2004,2
Lithuania,2004-06-30,61.93,2004,2
Malaysia,2004-06-30,94.29,2004,2
Netherlands,2004-06-30,100.02,2004,2
Norway,2004-06-30,75.16,2004,2
New Zealand,2004-06-30,87.83,2004,2
Peru,2004-06-30,74.9,2004,2
Serbia,2004-06-30,91.92,2004,2
Russia,2004-06-30,51.35,2004,2
Sweden,2004-06-30,69.49,2004,2
United States,2004-06-30,130.32,2004,2
South Africa,2004-06-30,83.24,2004,2
United Arab Emirates,2004-09-30,100.69,2004,3
Austria,2004-09-30,88.39,2004,3
Australia,2004-09-30,81.19,2004,3
Brazil,2004-09-30,49.37,2004,3
Canada,2004-09-30,72.75,2004,3
Switzerland,2004-09-30,87.85,2004,3
Chile,2004-09-30,102.66,2004,3
Colombia,2004-09-30,64.97,2004,3
Cyprus,2004-09-30,68.65,2004,3
Germany,2004-09-30,102.54,2004,3
Denmark,2004-09-30,87.98,2004,3
France,2004-09-30,82.59,2004,3
United Kingdom,2004-09-30,105.01,2004,3
Indonesia,2004-09-30,135.84,2004,3
Israel,2004-09-30,81.16,2004,3
Iceland,2004-09-30,103.76,2004,3
Italy,2004-09-30,94.12,2004,3
South Korea,2004-09-30,94.94,2004,3
Lithuania,2004-09-30,69.51,2004,3
Malaysia,2004-09-30,94.06,2004,3
Netherlands,2004-09-30,101.53,2004,3
Norway,2004-09-30,75.34,2004,3
New Zealand,2004-09-30,89.15,2004,3
Peru,2004-09-30,71.74,2004,3
Serbia,2004-09-30,87.88,2004,3
Russia,2004-09-30,52.63,2004,3
Sweden,2004-09-30,71.22,2004,3
United States,2004-09-30,134.56,2004,3
South Africa,2004-09-30,87.55,2004,3
United Arab Emirates,2004-12-31,103.46,2004,4
Austria,2004-12-31,89.62,2004,4
Australia,2004-12-31,81.96,2004,4
Brazil,2004-12-31,49.62,2004,4
Canada,2004-12-31,75.2,2004,4
Switzerland,2004-12-31,86.75,2004,4
Chile,2004-12-31,105.7,2004,4
Colombia,2004-12-31,70.06,2004,4
Cyprus,2004-12-31,69.7,2004,4
Germany,2004-12-31,103.03,2004,4
Denmark,2004-12-31,89.85,2004,4
France,2004-12-31,84.2,2004,4
United Kingdom,2004-12-31,104.98,2004,4
Indonesia,2004-12-31,134.35,2004,4
Israel,2004-12-31,79.17,2004,4
Iceland,2004-12-31,107.13,2004,4
Italy,2004-12-31,95.37,2004,4
South Korea,2004-12-31,94.1,2004,4
Lithuania,2004-12-31,78.01,2004,4
Malaysia,2004-12-31,93.61,2004,4
Netherlands,2004-12-31,101.54,2004,4
Norway,2004-12-31,75.83,2004,4
New Zealand,2004-12-31,91.24,2004,4
Peru,2004-12-31,66.91,2004,4
Serbia,2004-12-31,87.99,2004,4
Russia,2004-12-31,53.37,2004,4
Sweden,2004-12-31,71.77,2004,4
United States,2004-12-31,138.72,2004,4
South Africa,2004-12-31,95.74,2004,4
United Arab Emirates,2005-03-31,104.02,2005,1
Austria,2005-03-31,89.31,2005,1
Australia,2005-03-31,81.25,2005,1
Belgium,2005-03-31,84.92,2005,1
Bulgaria,2005-03-31,100.16,2005,1
Brazil,2005-03-31,49.64,2005,1
Canada,2005-03-31,77.2,2005,1
Switzerland,2005-03-31,87.21,2005,1
Chile,2005-03-31,103.83,2005,1
Colombia,2005-03-31,66.52,2005,1
Cyprus,2005-03-31,70.64,2005,1
Germany,2005-03-31,106.44,2005,1
Denmark,2005-03-31,93.57,2005,1
Estonia,2005-03-31,101.97,2005,1
Finland,2005-03-31,87.32,2005,1
France,2005-03-31,86.47,2005,1
United Kingdom,2005-03-31,102.64,2005,1
Indonesia,2005-03-31,132.08,2005,1
Ireland,2005-03-31,132.03,2005,1
Israel,2005-03-31,79.44,2005,1
Iceland,2005-03-31,116.34,2005,1
Italy,2005-03-31,96.69,2005,1
South Korea,2005-03-31,92.49,2005,1
Lithuania,2005-03-31,94.93,2005,1
"Macedonia, FYR",2005-03-31,88.26,2005,1
Mexico,2005-03-31,92.01,2005,1
Malaysia,2005-03-31,93.88,2005,1
Netherlands,2005-03-31,102.01,2005,1
Norway,2005-03-31,79.0,2005,1
New Zealand,2005-03-31,95.01,2005,1
Peru,2005-03-31,72.7,2005,1
Serbia,2005-03-31,90.58,2005,1
Russia,2005-03-31,55.47,2005,1
Sweden,2005-03-31,72.42,2005,1
United States,2005-03-31,143.6,2005,1
South Africa,2005-03-31,103.94,2005,1
United Arab Emirates,2005-06-30,104.08,2005,2
Austria,2005-06-30,89.84,2005,2
Australia,2005-06-30,81.32,2005,2
Belgium,2005-06-30,85.89,2005,2
Bulgaria,2005-06-30,103.59,2005,2
Brazil,2005-06-30,49.73,2005,2
Canada,2005-06-30,78.7,2005,2
Switzerland,2005-06-30,86.72,2005,2
Chile,2005-06-30,103.06,2005,2
China,2005-06-30,87.77,2005,2
Colombia,2005-06-30,68.78,2005,2
Cyprus,2005-06-30,71.61,2005,2
Germany,2005-06-30,104.5,2005,2
Denmark,2005-06-30,97.19,2005,2
Estonia,2005-06-30,113.36,2005,2
Finland,2005-06-30,89.49,2005,2
France,2005-06-30,89.42,2005,2
United Kingdom,2005-06-30,104.58,2005,2
Indonesia,2005-06-30,131.02,2005,2
Ireland,2005-06-30,133.34,2005,2
Israel,2005-06-30,80.34,2005,2
Iceland,2005-06-30,127.36,2005,2
Italy,2005-06-30,97.81,2005,2
South Korea,2005-06-30,93.51,2005,2
Lithuania,2005-06-30,90.64,2005,2
"Macedonia, FYR",2005-06-30,90.04,2005,2
Mexico,2005-06-30,94.59,2005,2
Malaysia,2005-06-30,94.63,2005,2
Netherlands,2005-06-30,102.4,2005,2
Norway,2005-06-30,80.33,2005,2
New Zealand,2005-06-30,96.6,2005,2
Peru,2005-06-30,64.44,2005,2
Serbia,2005-06-30,91.79,2005,2
Russia,2005-06-30,55.34,2005,2
Sweden,2005-06-30,74.5,2005,2
United States,2005-06-30,147.31,2005,2
South Africa,2005-06-30,105.49,2005,2
United Arab Emirates,2005-09-30,103.74,2005,3
Austria,2005-09-30,89.71,2005,3
Australia,2005-09-30,80.43,2005,3
Belgium,2005-09-30,88.11,2005,3
Bulgaria,2005-09-30,106.68,2005,3
Brazil,2005-09-30,50.42,2005,3
Canada,2005-09-30,79.82,2005,3
Switzerland,2005-09-30,88.15,2005,3
Chile,2005-09-30,103.36,2005,3
China,2005-09-30,89.33,2005,3
Colombia,2005-09-30,69.22,2005,3
Cyprus,2005-09-30,72.76,2005,3
Germany,2005-09-30,104.99,2005,3
Denmark,2005-09-30,104.52,2005,3
Estonia,2005-09-30,118.08,2005,3
Finland,2005-09-30,91.28,2005,3
France,2005-09-30,93.67,2005,3
United Kingdom,2005-09-30,106.6,2005,3
Indonesia,2005-09-30,129.53,2005,3
Ireland,2005-09-30,137.96,2005,3
Israel,2005-09-30,80.22,2005,3
Iceland,2005-09-30,133.17,2005,3
Italy,2005-09-30,99.12,2005,3
South Korea,2005-09-30,94.76,2005,3
Lithuania,2005-09-30,98.01,2005,3
"Macedonia, FYR",2005-09-30,88.45,2005,3
Mexico,2005-09-30,96.27,2005,3
Malaysia,2005-09-30,93.41,2005,3
Netherlands,2005-09-30,103.54,2005,3
Norway,2005-09-30,80.9,2005,3
New Zealand,2005-09-30,98.18,2005,3
Peru,2005-09-30,64.1,2005,3
Serbia,2005-09-30,92.61,2005,3
Russia,2005-09-30,56.87,2005,3
Sweden,2005-09-30,77.39,2005,3
United States,2005-09-30,150.58,2005,3
South Africa,2005-09-30,104.03,2005,3
United Arab Emirates,2005-12-31,102.09,2005,4
Austria,2005-12-31,91.49,2005,4
Australia,2005-12-31,81.6,2005,4
Belgium,2005-12-31,89.94,2005,4
Bulgaria,2005-12-31,105.79,2005,4
Brazil,2005-12-31,50.82,2005,4
Canada,2005-12-31,81.12,2005,4
Switzerland,2005-12-31,87.39,2005,4
Chile,2005-12-31,103.22,2005,4
China,2005-12-31,89.88,2005,4
Colombia,2005-12-31,69.73,2005,4
Cyprus,2005-12-31,72.24,2005,4
Germany,2005-12-31,104.03,2005,4
Denmark,2005-12-31,111.08,2005,4
Estonia,2005-12-31,132.9,2005,4
Spain,2005-12-31,101.54,2005,4
Finland,2005-12-31,92.85,2005,4
France,2005-12-31,95.17,2005,4
United Kingdom,2005-12-31,106.24,2005,4
Indonesia,2005-12-31,119.65,2005,4
Ireland,2005-12-31,142.66,2005,4
Israel,2005-12-31,80.29,2005,4
Iceland,2005-12-31,135.36,2005,4
Italy,2005-12-31,99.67,2005,4
South Korea,2005-12-31,95.0,2005,4
Lithuania,2005-12-31,124.49,2005,4
"Macedonia, FYR",2005-12-31,88.78,2005,4
Mexico,2005-12-31,95.05,2005,4
Malaysia,2005-12-31,93.0,2005,4
Netherlands,2005-12-31,103.73,2005,4
Norway,2005-12-31,80.41,2005,4
New Zealand,2005-12-31,101.29,2005,4
Peru,2005-12-31,69.69,2005,4
Serbia,2005-12-31,89.4,2005,4
Russia,2005-12-31,59.28,2005,4
Sweden,2005-12-31,78.99,2005,4
United States,2005-12-31,154.2,2005,4
South Africa,2005-12-31,106.46,2005,4
United Arab Emirates,2006-03-31,106.93,2006,1
Austria,2006-03-31,92.37,2006,1
Australia,2006-03-31,81.8,2006,1
Belgium,2006-03-31,91.43,2006,1
Bulgaria,2006-03-31,106.7,2006,1
Brazil,2006-03-31,51.45,2006,1
Canada,2006-03-31,83.94,2006,1
Switzerland,2006-03-31,88.2,2006,1
Chile,2006-03-31,99.67,2006,1
China,2006-03-31,88.6,2006,1
Colombia,2006-03-31,71.89,2006,1
Cyprus,2006-03-31,76.35,2006,1
Germany,2006-03-31,102.86,2006,1
Denmark,2006-03-31,118.6,2006,1
Estonia,2006-03-31,148.75,2006,1
Spain,2006-03-31,105.26,2006,1
Finland,2006-03-31,93.23,2006,1
France,2006-03-31,97.07,2006,1
United Kingdom,2006-03-31,107.04,2006,1
Greece,2006-03-31,112.01,2006,1
Indonesia,2006-03-31,119.98,2006,1
Ireland,2006-03-31,143.86,2006,1
Israel,2006-03-31,80.9,2006,1
Iceland,2006-03-31,138.96,2006,1
Italy,2006-03-31,100.25,2006,1
South Korea,2006-03-31,94.98,2006,1
Lithuania,2006-03-31,129.79,2006,1
Latvia,2006-03-31,149.19,2006,1
Morocco,2006-03-31,103.92,2006,1
"Macedonia, FYR",2006-03-31,87.26,2006,1
Mexico,2006-03-31,95.65,2006,1
Malaysia,2006-03-31,92.63,2006,1
Netherlands,2006-03-31,105.06,2006,1
Norway,2006-03-31,85.22,2006,1
New Zealand,2006-03-31,103.23,2006,1
Peru,2006-03-31,69.22,2006,1
Serbia,2006-03-31,85.37,2006,1
Russia,2006-03-31,65.68,2006,1
Sweden,2006-03-31,82.02,2006,1
Slovak Republic,2006-03-31,82.42,2006,1
United States,2006-03-31,155.86,2006,1
South Africa,2006-03-31,111.16,2006,1
United Arab Emirates,2006-06-30,108.43,2006,2
Austria,2006-06-30,92.25,2006,2
Australia,2006-06-30,83.39,2006,2
Belgium,2006-06-30,93.12,2006,2
Bulgaria,2006-06-30,107.32,2006,2
Brazil,2006-06-30,52.72,2006,2
Canada,2006-06-30,87.3,2006,2
Switzerland,2006-06-30,87.41,2006,2
Chile,2006-06-30,98.43,2006,2
China,2006-06-30,90.79,2006,2
Colombia,2006-06-30,72.74,2006,2
Cyprus,2006-06-30,79.57,2006,2
Germany,2006-06-30,103.7,2006,2
Denmark,2006-06-30,124.25,2006,2
Estonia,2006-06-30,161.31,2006,2
Spain,2006-06-30,107.4,2006,2
Finland,2006-06-30,94.01,2006,2
France,2006-06-30,99.13,2006,2
United Kingdom,2006-06-30,109.63,2006,2
Greece,2006-06-30,113.02,2006,2
Indonesia,2006-06-30,119.6,2006,2
Ireland,2006-06-30,148.93,2006,2
Israel,2006-06-30,78.53,2006,2
Iceland,2006-06-30,139.39,2006,2
Italy,2006-06-30,101.4,2006,2
South Korea,2006-06-30,96.58,2006,2
Lithuania,2006-06-30,129.38,2006,2
Latvia,2006-06-30,161.64,2006,2
Morocco,2006-06-30,99.71,2006,2
"Macedonia, FYR",2006-06-30,84.04,2006,2
Mexico,2006-06-30,98.34,2006,2
Malaysia,2006-06-30,92.13,2006,2
Netherlands,2006-06-30,105.34,2006,2
Norway,2006-06-30,88.31,2006,2
New Zealand,2006-06-30,102.58,2006,2
Peru,2006-06-30,65.98,2006,2
Serbia,2006-06-30,82.52,2006,2
Russia,2006-06-30,70.7,2006,2
Sweden,2006-06-30,83.36,2006,2
Slovak Republic,2006-06-30,85.11,2006,2
United States,2006-06-30,152.78,2006,2
South Africa,2006-06-30,113.53,2006,2
United Arab Emirates,2006-09-30,114.7,2006,3
Austria,2006-09-30,92.77,2006,3
Australia,2006-09-30,84.12,2006,3
Belgium,2006-09-30,95.39,2006,3
Bulgaria,2006-09-30,113.99,2006,3
Brazil,2006-09-30,54.41,2006,3
Canada,2006-09-30,90.21,2006,3
Switzerland,2006-09-30,88.35,2006,3
Chile,2006-09-30,99.98,2006,3
China,2006-09-30,92.55,2006,3
Colombia,2006-09-30,75.86,2006,3
Cyprus,2006-09-30,81.34,2006,3
Germany,2006-09-30,104.36,2006,3
Denmark,2006-09-30,126.69,2006,3
Estonia,2006-09-30,170.29,2006,3
Spain,2006-09-30,111.24,2006,3
Finland,2006-09-30,94.96,2006,3
France,2006-09-30,102.18,2006,3
United Kingdom,2006-09-30,112.31,2006,3
Greece,2006-09-30,115.57,2006,3
Indonesia,2006-09-30,118.87,2006,3
Ireland,2006-09-30,155.13,2006,3
Israel,2006-09-30,78.37,2006,3
Iceland,2006-09-30,137.27,2006,3
Italy,2006-09-30,102.69,2006,3
South Korea,2006-09-30,96.95,2006,3
Lithuania,2006-09-30,141.46,2006,3
Latvia,2006-09-30,176.24,2006,3
Morocco,2006-09-30,98.16,2006,3
"Macedonia, FYR",2006-09-30,86.78,2006,3
Mexico,2006-09-30,98.25,2006,3
Malaysia,2006-09-30,92.06,2006,3
Netherlands,2006-09-30,106.46,2006,3
Norway,2006-09-30,91.14,2006,3
New Zealand,2006-09-30,104.24,2006,3
Peru,2006-09-30,60.48,2006,3
Serbia,2006-09-30,84.13,2006,3
Russia,2006-09-30,80.05,2006,3
Sweden,2006-09-30,85.5,2006,3
Slovak Republic,2006-09-30,87.07,2006,3
United States,2006-09-30,150.77,2006,3
South Africa,2006-09-30,112.19,2006,3
United Arab Emirates,2006-12-31,112.03,2006,4
Austria,2006-12-31,92.36,2006,4
Australia,2006-12-31,85.73,2006,4
Belgium,2006-12-31,96.26,2006,4
Bulgaria,2006-12-31,117.08,2006,4
Brazil,2006-12-31,56.0,2006,4
Canada,2006-12-31,91.37,2006,4
Switzerland,2006-12-31,88.59,2006,4
Chile,2006-12-31,99.69,2006,4
China,2006-12-31,92.5,2006,4
Colombia,2006-12-31,77.07,2006,4
Cyprus,2006-12-31,85.23,2006,4
Germany,2006-12-31,103.2,2006,4
Denmark,2006-12-31,125.27,2006,4
Estonia,2006-12-31,187.21,2006,4
Spain,2006-12-31,113.41,2006,4
Finland,2006-12-31,95.96,2006,4
France,2006-12-31,103.14,2006,4
United Kingdom,2006-12-31,113.58,2006,4
Greece,2006-12-31,118.68,2006,4
Indonesia,2006-12-31,117.4,2006,4
Ireland,2006-12-31,156.07,2006,4
Israel,2006-12-31,77.33,2006,4
Iceland,2006-12-31,136.22,2006,4
Italy,2006-12-31,103.38,2006,4
South Korea,2006-12-31,101.65,2006,4
Lithuania,2006-12-31,154.64,2006,4
Latvia,2006-12-31,188.63,2006,4
Morocco,2006-12-31,97.71,2006,4
"Macedonia, FYR",2006-12-31,82.64,2006,4
Mexico,2006-12-31,96.79,2006,4
Malaysia,2006-12-31,94.47,2006,4
Netherlands,2006-12-31,107.44,2006,4
Norway,2006-12-31,91.52,2006,4
New Zealand,2006-12-31,108.13,2006,4
Peru,2006-12-31,64.31,2006,4
Serbia,2006-12-31,83.81,2006,4
Russia,2006-12-31,89.77,2006,4
Sweden,2006-12-31,85.57,2006,4
Slovak Republic,2006-12-31,91.65,2006,4
United States,2006-12-31,151.7,2006,4
South Africa,2006-12-31,114.62,2006,4
United Arab Emirates,2007-03-31,118.39,2007,1
Austria,2007-03-31,94.57,2007,1
Australia,2007-03-31,86.48,2007,1
Belgium,2007-03-31,97.96,2007,1
Bulgaria,2007-03-31,124.3,2007,1
Brazil,2007-03-31,57.55,2007,1
Canada,2007-03-31,92.64,2007,1
Switzerland,2007-03-31,90.26,2007,1
Chile,2007-03-31,104.56,2007,1
China,2007-03-31,90.81,2007,1
Colombia,2007-03-31,80.04,2007,1
Cyprus,2007-03-31,91.44,2007,1
Germany,2007-03-31,101.74,2007,1
Denmark,2007-03-31,125.03,2007,1
Estonia,2007-03-31,189.96,2007,1
Spain,2007-03-31,116.26,2007,1
Finland,2007-03-31,96.81,2007,1
France,2007-03-31,103.76,2007,1
United Kingdom,2007-03-31,115.05,2007,1
Greece,2007-03-31,118.55,2007,1
Hungary,2007-03-31,120.22,2007,1
Indonesia,2007-03-31,114.85,2007,1
Ireland,2007-03-31,156.69,2007,1
Israel,2007-03-31,77.11,2007,1
Iceland,2007-03-31,138.17,2007,1
Italy,2007-03-31,104.32,2007,1
South Korea,2007-03-31,104.25,2007,1
Lithuania,2007-03-31,159.84,2007,1
Luxembourg,2007-03-31,97.39,2007,1
Latvia,2007-03-31,207.37,2007,1
Morocco,2007-03-31,99.83,2007,1
"Macedonia, FYR",2007-03-31,86.05,2007,1
Mexico,2007-03-31,98.18,2007,1
Malaysia,2007-03-31,94.62,2007,1
Netherlands,2007-03-31,108.35,2007,1
Norway,2007-03-31,98.27,2007,1
New Zealand,2007-03-31,112.07,2007,1
Peru,2007-03-31,61.96,2007,1
Serbia,2007-03-31,81.29,2007,1
Russia,2007-03-31,99.38,2007,1
Sweden,2007-03-31,88.79,2007,1
Slovenia,2007-03-31,110.14,2007,1
Slovak Republic,2007-03-31,97.7,2007,1
United States,2007-03-31,148.49,2007,1
South Africa,2007-03-31,117.09,2007,1
United Arab Emirates,2007-06-30,122.82,2007,2
Austria,2007-06-30,95.38,2007,2
Australia,2007-06-30,89.21,2007,2
Belgium,2007-06-30,99.35,2007,2
Bulgaria,2007-06-30,130.26,2007,2
Brazil,2007-06-30,59.52,2007,2
Canada,2007-06-30,95.12,2007,2
Switzerland,2007-06-30,88.85,2007,2
Chile,2007-06-30,103.7,2007,2
China,2007-06-30,92.78,2007,2
Colombia,2007-06-30,82.21,2007,2
Cyprus,2007-06-30,96.83,2007,2
Germany,2007-06-30,100.83,2007,2
Denmark,2007-06-30,125.62,2007,2
Estonia,2007-06-30,198.3,2007,2
Spain,2007-06-30,117.05,2007,2
Finland,2007-06-30,97.24,2007,2
France,2007-06-30,104.47,2007,2
United Kingdom,2007-06-30,118.33,2007,2
Greece,2007-06-30,117.65,2007,2
Hungary,2007-06-30,120.73,2007,2
Indonesia,2007-06-30,115.23,2007,2
Ireland,2007-06-30,153.6,2007,2
Israel,2007-06-30,77.09,2007,2
Iceland,2007-06-30,143.4,2007,2
Italy,2007-06-30,104.84,2007,2
South Korea,2007-06-30,103.61,2007,2
Lithuania,2007-06-30,163.61,2007,2
Luxembourg,2007-06-30,96.97,2007,2
Latvia,2007-06-30,207.88,2007,2
Morocco,2007-06-30,100.68,2007,2
"Macedonia, FYR",2007-06-30,86.11,2007,2
Mexico,2007-06-30,102.51,2007,2
Malaysia,2007-06-30,94.78,2007,2
Netherlands,2007-06-30,107.93,2007,2
Norway,2007-06-30,101.43,2007,2
New Zealand,2007-06-30,114.08,2007,2
Peru,2007-06-30,65.41,2007,2
Serbia,2007-06-30,79.88,2007,2
Russia,2007-06-30,100.65,2007,2
Sweden,2007-06-30,93.21,2007,2
Slovenia,2007-06-30,109.63,2007,2
Slovak Republic,2007-06-30,104.17,2007,2
United States,2007-06-30,141.42,2007,2
South Africa,2007-06-30,117.04,2007,2
United Arab Emirates,2007-09-30,129.85,2007,3
Austria,2007-09-30,95.81,2007,3
Australia,2007-09-30,91.77,2007,3
Belgium,2007-09-30,100.91,2007,3
Bulgaria,2007-09-30,133.91,2007,3
Brazil,2007-09-30,61.78,2007,3
Canada,2007-09-30,97.44,2007,3
Switzerland,2007-09-30,89.67,2007,3
Chile,2007-09-30,101.38,2007,3
China,2007-09-30,93.31,2007,3
Colombia,2007-09-30,82.67,2007,3
Cyprus,2007-09-30,99.45,2007,3
Germany,2007-09-30,100.98,2007,3
Denmark,2007-09-30,126.37,2007,3
Estonia,2007-09-30,188.64,2007,3
Spain,2007-09-30,118.69,2007,3
Finland,2007-09-30,97.97,2007,3
France,2007-09-30,106.64,2007,3
United Kingdom,2007-09-30,121.73,2007,3
Greece,2007-09-30,119.53,2007,3
Hungary,2007-09-30,124.7,2007,3
Indonesia,2007-09-30,113.69,2007,3
Ireland,2007-09-30,152.24,2007,3
Israel,2007-09-30,77.89,2007,3
Iceland,2007-09-30,148.88,2007,3
Italy,2007-09-30,105.67,2007,3
South Korea,2007-09-30,103.52,2007,3
Lithuania,2007-09-30,171.39,2007,3
Luxembourg,2007-09-30,100.91,2007,3
Latvia,2007-09-30,218.09,2007,3
Morocco,2007-09-30,101.07,2007,3
"Macedonia, FYR",2007-09-30,83.92,2007,3
Mexico,2007-09-30,101.97,2007,3
Malaysia,2007-09-30,95.28,2007,3
Netherlands,2007-09-30,110.49,2007,3
Norway,2007-09-30,101.4,2007,3
New Zealand,2007-09-30,114.03,2007,3
Peru,2007-09-30,66.18,2007,3
Serbia,2007-09-30,80.11,2007,3
Russia,2007-09-30,102.43,2007,3
Sweden,2007-09-30,96.37,2007,3
Slovenia,2007-09-30,112.18,2007,3
Slovak Republic,2007-09-30,112.67,2007,3
United States,2007-09-30,136.59,2007,3
South Africa,2007-09-30,118.11,2007,3
United Arab Emirates,2007-12-31,137.6,2007,4
Austria,2007-12-31,93.16,2007,4
Australia,2007-12-31,94.39,2007,4
Belgium,2007-12-31,100.04,2007,4
Bulgaria,2007-12-31,140.15,2007,4
Brazil,2007-12-31,64.16,2007,4
Canada,2007-12-31,98.12,2007,4
Switzerland,2007-12-31,89.18,2007,4
Chile,2007-12-31,98.52,2007,4
China,2007-12-31,94.51,2007,4
Colombia,2007-12-31,86.22,2007,4
Cyprus,2007-12-31,100.54,2007,4
Germany,2007-12-31,100.31,2007,4
Denmark,2007-12-31,122.64,2007,4
Estonia,2007-12-31,180.55,2007,4
Spain,2007-12-31,115.31,2007,4
Finland,2007-12-31,97.22,2007,4
France,2007-12-31,106.36,2007,4
United Kingdom,2007-12-31,120.33,2007,4
Greece,2007-12-31,117.29,2007,4
Hungary,2007-12-31,123.53,2007,4
Indonesia,2007-12-31,111.92,2007,4
Ireland,2007-12-31,149.54,2007,4
Israel,2007-12-31,76.55,2007,4
Iceland,2007-12-31,149.07,2007,4
Italy,2007-12-31,105.48,2007,4
South Korea,2007-12-31,103.51,2007,4
Lithuania,2007-12-31,168.76,2007,4
Luxembourg,2007-12-31,98.97,2007,4
Latvia,2007-12-31,204.38,2007,4
Morocco,2007-12-31,105.86,2007,4
"Macedonia, FYR",2007-12-31,87.54,2007,4
Mexico,2007-12-31,100.04,2007,4
Malaysia,2007-12-31,95.09,2007,4
Netherlands,2007-12-31,111.02,2007,4
Norway,2007-12-31,97.13,2007,4
New Zealand,2007-12-31,112.81,2007,4
Peru,2007-12-31,72.48,2007,4
Serbia,2007-12-31,80.46,2007,4
Russia,2007-12-31,103.9,2007,4
Sweden,2007-12-31,92.02,2007,4
Slovenia,2007-12-31,115.17,2007,4
Slovak Republic,2007-12-31,119.89,2007,4
United States,2007-12-31,131.16,2007,4
South Africa,2007-12-31,120.1,2007,4
United Arab Emirates,2008-03-31,145.58,2008,1
Austria,2008-03-31,93.13,2008,1
Australia,2008-03-31,93.55,2008,1
Belgium,2008-03-31,99.39,2008,1
Bulgaria,2008-03-31,144.37,2008,1
Brazil,2008-03-31,66.44,2008,1
Canada,2008-03-31,99.24,2008,1
Switzerland,2008-03-31,89.55,2008,1
Chile,2008-03-31,96.13,2008,1
China,2008-03-31,91.96,2008,1
