country,date,price,year,quarter
United States,1994-03-31,84.36,1994,1
South Africa,1994-03-31,49.15,1994,1
Canada,1994-06-30,63.11,1994,2
Switzerland,1994-06-30,91.86,1994,2
Colombia,1994-06-30,89.69,1994,2
United Kingdom,1994-06-30,45.03,1994,2
Israel,1994-06-30,91.09,1994,2
Italy,1994-06-30,80.64,1994,2
South Korea,1994-06-30,110.84,1994,2
Norway,1994-06-30,38.94,1994,2
New Zealand,1994-06-30,53.42,1994,2
Sweden,1994-06-30,41.09,1994,2
United States,1994-06-30,84.28,1994,2
South Africa,1994-06-30,50.17,1994,2
Canada,1994-09-30,61.78,1994,3
Switzerland,1994-09-30,91.26,1994,3
Colombia,1994-09-30,95.44,1994,3
United Kingdom,1994-09-30,45.88,1994,3
Israel,1994-09-30,91.82,1994,3
Italy,1994-09-30,80.71,1994,3
South Korea,1994-09-30,108.85,1994,3
Norway,1994-09-30,40.36,1994,3
New Zealand,1994-09-30,54.38,1994,3
Sweden,1994-09-30,41.36,1994,3
United States,1994-09-30,83.96,1994,3
South Africa,1994-09-30,49.82,1994,3
Canada,1994-12-31,62.32,1994,4
Switzerland,1994-12-31,89.8,1994,4
Colombia,1994-12-31,99.08,1994,4
United Kingdom,1994-12-31,45.43,1994,4
Israel,1994-12-31,91.67,1994,4
Italy,1994-12-31,79.3,1994,4
South Korea,1994-12-31,109.09,1994,4
Norway,1994-12-31,40.02,1994,4
New Zealand,1994-12-31,54.75,1994,4
Sweden,1994-12-31,40.45,1994,4
United States,1994-12-31,83.92,1994,4
South Africa,1994-12-31,49.65,1994,4
Canada,1995-03-31,60.04,1995,1
Switzerland,1995-03-31,88.12,1995,1
Colombia,1995-03-31,99.78,1995,1
United Kingdom,1995-03-31,44.66,1995,1
Israel,1995-03-31,93.06,1995,1
Italy,1995-03-31,77.68,1995,1
South Korea,1995-03-31,107.21,1995,1
Netherlands,1995-03-31,50.48,1995,1
Norway,1995-03-31,39.8,1995,1
New Zealand,1995-03-31,55.18,1995,1
Sweden,1995-03-31,40.21,1995,1
United States,1995-03-31,83.61,1995,1
South Africa,1995-03-31,49.56,1995,1
Canada,1995-06-30,58.04,1995,2
Switzerland,1995-06-30,87.3,1995,2
Colombia,1995-06-30,99.51,1995,2
United Kingdom,1995-06-30,44.5,1995,2
Israel,1995-06-30,93.7,1995,2
Italy,1995-06-30,77.08,1995,2
South Korea,1995-06-30,105.67,1995,2
Netherlands,1995-06-30,50.9,1995,2
Norway,1995-06-30,41.13,1995,2
New Zealand,1995-06-30,55.61,1995,2
Sweden,1995-06-30,40.43,1995,2
United States,1995-06-30,83.36,1995,2
South Africa,1995-06-30,49.27,1995,2
Canada,1995-09-30,58.49,1995,3
Switzerland,1995-09-30,86.2,1995,3
Colombia,1995-09-30,101.9,1995,3
United Kingdom,1995-09-30,44.83,1995,3
Israel,1995-09-30,96.12,1995,3
Italy,1995-09-30,77.19,1995,3
South Korea,1995-09-30,104.65,1995,3
Netherlands,1995-09-30,52.18,1995,3
Norway,1995-09-30,41.77,1995,3
New Zealand,1995-09-30,57.06,1995,3
Sweden,1995-09-30,39.99,1995,3
United States,1995-09-30,83.61,1995,3
South Africa,1995-09-30,49.07,1995,3
Canada,1995-12-31,58.56,1995,4
Switzerland,1995-12-31,84.63,1995,4
Colombia,1995-12-31,104.03,1995,4
United Kingdom,1995-12-31,43.95,1995,4
Israel,1995-12-31,97.82,1995,4
Italy,1995-12-31,77.09,1995,4
South Korea,1995-12-31,104.24,1995,4
Netherlands,1995-12-31,52.67,1995,4
Norway,1995-12-31,42.2,1995,4
New Zealand,1995-12-31,58.16,1995,4
Sweden,1995-12-31,39.15,1995,4
United States,1995-12-31,83.7,1995,4
South Africa,1995-12-31,48.89,1995,4
Canada,1996-03-31,57.61,1996,1
Switzerland,1996-03-31,83.02,1996,1
Colombia,1996-03-31,101.8,1996,1
France,1996-03-31,50.09,1996,1
United Kingdom,1996-03-31,44.35,1996,1
Israel,1996-03-31,99.6,1996,1
Italy,1996-03-31,77.05,1996,1
South Korea,1996-03-31,102.62,1996,1
Netherlands,1996-03-31,53.79,1996,1
Norway,1996-03-31,42.66,1996,1
New Zealand,1996-03-31,60.56,1996,1
Sweden,1996-03-31,39.42,1996,1
United States,1996-03-31,83.61,1996,1
South Africa,1996-03-31,48.45,1996,1
Canada,1996-06-30,58.39,1996,2
Switzerland,1996-06-30,82.64,1996,2
Colombia,1996-06-30,101.02,1996,2
France,1996-06-30,50.29,1996,2
United Kingdom,1996-06-30,43.94,1996,2
Israel,1996-06-30,100.6,1996,2
Italy,1996-06-30,76.57,1996,2
South Korea,1996-06-30,101.29,1996,2
Netherlands,1996-06-30,55.14,1996,2
Norway,1996-06-30,44.27,1996,2
New Zealand,1996-06-30,61.06,1996,2
Sweden,1996-06-30,39.68,1996,2
United States,1996-06-30,83.39,1996,2
South Africa,1996-06-30,47.91,1996,2
Canada,1996-09-30,57.5,1996,3
Switzerland,1996-09-30,82.42,1996,3
Colombia,1996-09-30,96.78,1996,3
France,1996-09-30,51.47,1996,3
United Kingdom,1996-09-30,45.62,1996,3
Israel,1996-09-30,97.79,1996,3
Italy,1996-09-30,77.3,1996,3
South Korea,1996-09-30,100.37,1996,3
Netherlands,1996-09-30,57.08,1996,3
Norway,1996-09-30,44.89,1996,3
New Zealand,1996-09-30,60.81,1996,3
Sweden,1996-09-30,40.58,1996,3
United States,1996-09-30,83.39,1996,3
South Africa,1996-09-30,47.1,1996,3
Canada,1996-12-31,57.48,1996,4
Switzerland,1996-12-31,79.92,1996,4
Colombia,1996-12-31,97.63,1996,4
France,1996-12-31,50.91,1996,4
United Kingdom,1996-12-31,46.11,1996,4
Israel,1996-12-31,98.96,1996,4
Italy,1996-12-31,77.71,1996,4
South Korea,1996-12-31,100.55,1996,4
Netherlands,1996-12-31,57.89,1996,4
Norway,1996-12-31,45.66,1996,4
New Zealand,1996-12-31,61.3,1996,4
Sweden,1996-12-31,40.55,1996,4
United States,1996-12-31,83.32,1996,4
South Africa,1996-12-31,46.51,1996,4
Canada,1997-03-31,57.84,1997,1
Switzerland,1997-03-31,79.11,1997,1
Colombia,1997-03-31,93.13,1997,1
France,1997-03-31,48.66,1997,1
United Kingdom,1997-03-31,46.74,1997,1
Israel,1997-03-31,99.69,1997,1
Italy,1997-03-31,78.46,1997,1
South Korea,1997-03-31,100.95,1997,1
Netherlands,1997-03-31,59.5,1997,1
Norway,1997-03-31,45.89,1997,1
New Zealand,1997-03-31,63.53,1997,1
Sweden,1997-03-31,41.23,1997,1
United States,1997-03-31,83.44,1997,1
South Africa,1997-03-31,45.84,1997,1
Canada,1997-06-30,59.12,1997,2
Switzerland,1997-06-30,78.29,1997,2
Colombia,1997-06-30,91.96,1997,2
France,1997-06-30,50.07,1997,2
United Kingdom,1997-06-30,47.24,1997,2
Israel,1997-06-30,99.99,1997,2
Italy,1997-06-30,78.21,1997,2
South Korea,1997-06-30,100.51,1997,2
Netherlands,1997-06-30,60.7,1997,2
Norway,1997-06-30,48.97,1997,2
New Zealand,1997-06-30,64.14,1997,2
Sweden,1997-06-30,42.41,1997,2
United States,1997-06-30,83.93,1997,2
South Africa,1997-06-30,46.37,1997,2
Canada,1997-09-30,57.94,1997,3
Switzerland,1997-09-30,78.41,1997,3
Colombia,1997-09-30,92.52,1997,3
France,1997-09-30,50.47,1997,3
United Kingdom,1997-09-30,49.44,1997,3
Israel,1997-09-30,99.8,1997,3
Italy,1997-09-30,78.11,1997,3
South Korea,1997-09-30,99.57,1997,3
Netherlands,1997-09-30,62.06,1997,3
Norway,1997-09-30,49.22,1997,3
New Zealand,1997-09-30,64.03,1997,3
Sweden,1997-09-30,43.16,1997,3
United States,1997-09-30,84.63,1997,3
South Africa,1997-09-30,48.0,1997,3
Canada,1997-12-31,57.91,1997,4
Switzerland,1997-12-31,77.5,1997,4
Colombia,1997-12-31,94.05,1997,4
France,1997-12-31,50.21,1997,4
United Kingdom,1997-12-31,48.88,1997,4
Israel,1997-12-31,98.12,1997,4
Italy,1997-12-31,77.97,1997,4
South Korea,1997-12-31,98.08,1997,4
Netherlands,1997-12-31,62.91,1997,4
Norway,1997-12-31,49.63,1997,4
New Zealand,1997-12-31,63.77,1997,4
Sweden,1997-12-31,42.91,1997,4
United States,1997-12-31,85.59,1997,4
South Africa,1997-12-31,50.18,1997,4
Canada,1998-03-31,57.05,1998,1
Switzerland,1998-03-31,77.7,1998,1
Colombia,1998-03-31,93.07,1998,1
France,1998-03-31,49.24,1998,1
United Kingdom,1998-03-31,50.2,1998,1
Israel,1998-03-31,98.67,1998,1
Italy,1998-03-31,76.38,1998,1
South Korea,1998-03-31,90.49,1998,1
Netherlands,1998-03-31,64.39,1998,1
Norway,1998-03-31,51.2,1998,1
New Zealand,1998-03-31,62.91,1998,1
Peru,1998-03-31,86.79,1998,1
Sweden,1998-03-31,44.67,1998,1
United States,1998-03-31,86.87,1998,1
South Africa,1998-03-31,51.11,1998,1
Canada,1998-06-30,57.39,1998,2
Switzerland,1998-06-30,77.31,1998,2
Colombia,1998-06-30,88.7,1998,2
France,1998-06-30,50.16,1998,2
United Kingdom,1998-06-30,52.31,1998,2
Israel,1998-06-30,97.82,1998,2
Italy,1998-06-30,76.81,1998,2
South Korea,1998-06-30,83.86,1998,2
Netherlands,1998-06-30,65.58,1998,2
Norway,1998-06-30,54.14,1998,2
New Zealand,1998-06-30,61.52,1998,2
Peru,1998-06-30,81.3,1998,2
Sweden,1998-06-30,46.0,1998,2
United States,1998-06-30,87.73,1998,2
South Africa,1998-06-30,51.39,1998,2
Canada,1998-09-30,56.19,1998,3
Switzerland,1998-09-30,77.58,1998,3
Colombia,1998-09-30,86.06,1998,3
France,1998-09-30,51.56,1998,3
United Kingdom,1998-09-30,54.61,1998,3
Israel,1998-09-30,96.86,1998,3
Italy,1998-09-30,76.82,1998,3
South Korea,1998-09-30,82.0,1998,3
Netherlands,1998-09-30,67.64,1998,3
Norway,1998-09-30,53.51,1998,3
New Zealand,1998-09-30,61.28,1998,3
Peru,1998-09-30,84.1,1998,3
Sweden,1998-09-30,47.54,1998,3
United States,1998-09-30,88.91,1998,3
South Africa,1998-09-30,50.65,1998,3
Canada,1998-12-31,56.89,1998,4
Switzerland,1998-12-31,77.25,1998,4
Colombia,1998-12-31,84.89,1998,4
France,1998-12-31,51.36,1998,4
United Kingdom,1998-12-31,54.01,1998,4
Israel,1998-12-31,97.9,1998,4
Italy,1998-12-31,76.58,1998,4
South Korea,1998-12-31,80.7,1998,4
Lithuania,1998-12-31,46.88,1998,4
Netherlands,1998-12-31,69.11,1998,4
Norway,1998-12-31,51.68,1998,4
New Zealand,1998-12-31,62.24,1998,4
Peru,1998-12-31,88.04,1998,4
Sweden,1998-12-31,48.14,1998,4
United States,1998-12-31,90.24,1998,4
South Africa,1998-12-31,49.74,1998,4
Canada,1999-03-31,57.05,1999,1
Switzerland,1999-03-31,77.38,1999,1
Colombia,1999-03-31,80.32,1999,1
France,1999-03-31,51.9,1999,1
United Kingdom,1999-03-31,54.41,1999,1
Israel,1999-03-31,97.9,1999,1
Italy,1999-03-31,76.17,1999,1
South Korea,1999-03-31,81.96,1999,1
Lithuania,1999-03-31,48.97,1999,1
Malaysia,1999-03-31,83.62,1999,1
Netherlands,1999-03-31,71.43,1999,1
Norway,1999-03-31,53.22,1999,1
New Zealand,1999-03-31,63.25,1999,1
Peru,1999-03-31,100.16,1999,1
Sweden,1999-03-31,48.8,1999,1
United States,1999-03-31,91.31,1999,1
South Africa,1999-03-31,49.25,1999,1
Canada,1999-06-30,58.65,1999,2
Switzerland,1999-06-30,76.93,1999,2
Colombia,1999-06-30,78.17,1999,2
France,1999-06-30,52.86,1999,2
United Kingdom,1999-06-30,56.12,1999,2
Israel,1999-06-30,96.93,1999,2
Italy,1999-06-30,76.21,1999,2
South Korea,1999-06-30,82.25,1999,2
Lithuania,1999-06-30,41.79,1999,2
Malaysia,1999-06-30,83.84,1999,2
Netherlands,1999-06-30,73.87,1999,2
Norway,1999-06-30,57.11,1999,2
New Zealand,1999-06-30,63.87,1999,2
Peru,1999-06-30,92.0,1999,2
Sweden,1999-06-30,50.42,1999,2
United States,1999-06-30,92.2,1999,2
South Africa,1999-06-30,50.22,1999,2
Canada,1999-09-30,57.74,1999,3
Switzerland,1999-09-30,76.51,1999,3
Colombia,1999-09-30,75.3,1999,3
France,1999-09-30,55.12,1999,3
United Kingdom,1999-09-30,59.55,1999,3
Israel,1999-09-30,97.01,1999,3
Italy,1999-09-30,76.24,1999,3
South Korea,1999-09-30,83.15,1999,3
Lithuania,1999-09-30,40.02,1999,3
Malaysia,1999-09-30,85.11,1999,3
Netherlands,1999-09-30,77.62,1999,3
Norway,1999-09-30,58.37,1999,3
New Zealand,1999-09-30,63.61,1999,3
Peru,1999-09-30,91.98,1999,3
Sweden,1999-09-30,51.94,1999,3
United States,1999-09-30,93.48,1999,3
South Africa,1999-09-30,50.77,1999,3
Canada,1999-12-31,58.37,1999,4
Switzerland,1999-12-31,76.49,1999,4
Colombia,1999-12-31,76.18,1999,4
France,1999-12-31,55.01,1999,4
United Kingdom,1999-12-31,60.87,1999,4
Israel,1999-12-31,95.65,1999,4
Italy,1999-12-31,76.16,1999,4
South Korea,1999-12-31,82.68,1999,4
Lithuania,1999-12-31,39.72,1999,4
Malaysia,1999-12-31,86.33,1999,4
Netherlands,1999-12-31,80.57,1999,4
Norway,1999-12-31,59.78,1999,4
New Zealand,1999-12-31,62.85,1999,4
Peru,1999-12-31,95.23,1999,4
Sweden,1999-12-31,51.7,1999,4
United States,1999-12-31,94.88,1999,4
South Africa,1999-12-31,52.05,1999,4
Austria,2000-03-31,98.24,2000,1
Canada,2000-03-31,58.37,2000,1
Switzerland,2000-03-31,75.83,2000,1
Colombia,2000-03-31,75.25,2000,1
France,2000-03-31,55.63,2000,1
United Kingdom,2000-03-31,62.62,2000,1
Israel,2000-03-31,92.37,2000,1
Iceland,2000-03-31,85.07,2000,1
Italy,2000-03-31,76.76,2000,1
South Korea,2000-03-31,82.56,2000,1
Lithuania,2000-03-31,40.19,2000,1
Malaysia,2000-03-31,86.23,2000,1
Netherlands,2000-03-31,83.96,2000,1
Norway,2000-03-31,62.68,2000,1
New Zealand,2000-03-31,62.59,2000,1
Peru,2000-03-31,88.36,2000,1
Serbia,2000-03-31,135.28,2000,1
Sweden,2000-03-31,53.34,2000,1
United States,2000-03-31,96.3,2000,1
South Africa,2000-03-31,54.57,2000,1
Austria,2000-06-30,95.96,2000,2
Canada,2000-06-30,58.98,2000,2
Switzerland,2000-06-30,76.42,2000,2
Colombia,2000-06-30,74.38,2000,2
France,2000-06-30,57.02,2000,2
United Kingdom,2000-06-30,65.49,2000,2
Israel,2000-06-30,92.68,2000,2
Iceland,2000-06-30,88.07,2000,2
Italy,2000-06-30,76.86,2000,2
South Korea,2000-06-30,82.96,2000,2
Lithuania,2000-06-30,37.62,2000,2
Malaysia,2000-06-30,88.66,2000,2
Netherlands,2000-06-30,86.29,2000,2
Norway,2000-06-30,66.37,2000,2
New Zealand,2000-06-30,61.98,2000,2
Peru,2000-06-30,89.12,2000,2
Serbia,2000-06-30,144.82,2000,2
Sweden,2000-06-30,55.52,2000,2
United States,2000-06-30,97.71,2000,2
South Africa,2000-06-30,55.63,2000,2
Austria,2000-09-30,93.71,2000,3
Canada,2000-09-30,58.3,2000,3
Switzerland,2000-09-30,77.24,2000,3
Colombia,2000-09-30,72.43,2000,3
France,2000-09-30,58.97,2000,3
United Kingdom,2000-09-30,66.82,2000,3
Israel,2000-09-30,90.55,2000,3
Iceland,2000-09-30,88.13,2000,3
Italy,2000-09-30,77.45,2000,3
South Korea,2000-09-30,81.83,2000,3
Lithuania,2000-09-30,36.06,2000,3
Malaysia,2000-09-30,89.13,2000,3
Netherlands,2000-09-30,89.55,2000,3
Norway,2000-09-30,64.25,2000,3
New Zealand,2000-09-30,61.24,2000,3
Peru,2000-09-30,86.02,2000,3
Serbia,2000-09-30,141.3,2000,3
Sweden,2000-09-30,57.47,2000,3
United States,2000-09-30,99.07,2000,3
South Africa,2000-09-30,56.42,2000,3
Austria,2000-12-31,92.72,2000,4
Canada,2000-12-31,58.51,2000,4
Switzerland,2000-12-31,76.71,2000,4
Colombia,2000-12-31,70.03,2000,4
France,2000-12-31,58.39,2000,4
United Kingdom,2000-12-31,68.31,2000,4
Israel,2000-12-31,89.16,2000,4
Iceland,2000-12-31,88.76,2000,4
Italy,2000-12-31,77.79,2000,4
South Korea,2000-12-31,81.21,2000,4
Lithuania,2000-12-31,38.63,2000,4
Malaysia,2000-12-31,88.83,2000,4
Netherlands,2000-12-31,90.84,2000,4
Norway,2000-12-31,63.66,2000,4
New Zealand,2000-12-31,60.27,2000,4
Peru,2000-12-31,85.81,2000,4
Serbia,2000-12-31,101.69,2000,4
Sweden,2000-12-31,57.27,2000,4
United States,2000-12-31,100.76,2000,4
South Africa,2000-12-31,58.23,2000,4
Austria,2001-03-31,96.56,2001,1
Brazil,2001-03-31,52.29,2001,1
Canada,2001-03-31,58.23,2001,1
Switzerland,2001-03-31,77.38,2001,1
Colombia,2001-03-31,72.29,2001,1
France,2001-03-31,59.21,2001,1
United Kingdom,2001-03-31,68.39,2001,1
Israel,2001-03-31,89.01,2001,1
Iceland,2001-03-31,88.57,2001,1
Italy,2001-03-31,78.03,2001,1
South Korea,2001-03-31,79.62,2001,1
Lithuania,2001-03-31,44.85,2001,1
Malaysia,2001-03-31,87.3,2001,1
Netherlands,2001-03-31,91.72,2001,1
Norway,2001-03-31,64.91,2001,1
New Zealand,2001-03-31,61.0,2001,1
Peru,2001-03-31,76.51,2001,1
Serbia,2001-03-31,93.39,2001,1
Russia,2001-03-31,34.94,2001,1
Sweden,2001-03-31,58.87,2001,1
United States,2001-03-31,102.08,2001,1
South Africa,2001-03-31,59.36,2001,1
Austria,2001-06-30,91.51,2001,2
Brazil,2001-06-30,51.65,2001,2
Canada,2001-06-30,59.72,2001,2
Switzerland,2001-06-30,77.43,2001,2
Colombia,2001-06-30,69.33,2001,2
France,2001-06-30,60.46,2001,2
United Kingdom,2001-06-30,69.81,2001,2
Israel,2001-06-30,86.68,2001,2
Iceland,2001-06-30,87.92,2001,2
Italy,2001-06-30,78.34,2001,2
South Korea,2001-06-30,80.23,2001,2
Lithuania,2001-06-30,41.51,2001,2
Malaysia,2001-06-30,87.93,2001,2
Netherlands,2001-06-30,92.72,2001,2
Norway,2001-06-30,66.93,2001,2
New Zealand,2001-06-30,60.66,2001,2
Peru,2001-06-30,85.0,2001,2
Serbia,2001-06-30,80.87,2001,2
Russia,2001-06-30,35.0,2001,2
Sweden,2001-06-30,58.61,2001,2
United States,2001-06-30,102.88,2001,2
South Africa,2001-06-30,60.17,2001,2
Austria,2001-09-30,94.96,2001,3
Brazil,2001-09-30,50.55,2001,3
Canada,2001-09-30,59.83,2001,3
Switzerland,2001-09-30,78.52,2001,3
Colombia,2001-09-30,69.22,2001,3
France,2001-09-30,62.3,2001,3
United Kingdom,2001-09-30,72.27,2001,3
Israel,2001-09-30,86.37,2001,3
Iceland,2001-09-30,86.31,2001,3
Italy,2001-09-30,79.74,2001,3
South Korea,2001-09-30,82.89,2001,3
Lithuania,2001-09-30,46.64,2001,3
Malaysia,2001-09-30,88.83,2001,3
Netherlands,2001-09-30,94.7,2001,3
Norway,2001-09-30,67.62,2001,3
New Zealand,2001-09-30,60.93,2001,3
Peru,2001-09-30,76.56,2001,3
Serbia,2001-09-30,76.52,2001,3
Russia,2001-09-30,36.72,2001,3
Sweden,2001-09-30,59.61,2001,3
United States,2001-09-30,104.66,2001,3
South Africa,2001-09-30,61.38,2001,3
Austria,2001-12-31,90.76,2001,4
Brazil,2001-12-31,49.68,2001,4
Canada,2001-12-31,61.17,2001,4
Switzerland,2001-12-31,79.12,2001,4
Colombia,2001-12-31,72.25,2001,4
France,2001-12-31,62.27,2001,4
United Kingdom,2001-12-31,70.78,2001,4
Israel,2001-12-31,86.13,2001,4
Iceland,2001-12-31,85.87,2001,4
Italy,2001-12-31,81.62,2001,4
South Korea,2001-12-31,85.37,2001,4
Lithuania,2001-12-31,53.21,2001,4
Malaysia,2001-12-31,88.43,2001,4
Netherlands,2001-12-31,94.95,2001,4
Norway,2001-12-31,67.2,2001,4
New Zealand,2001-12-31,61.54,2001,4
Peru,2001-12-31,79.74,2001,4
Serbia,2001-12-31,73.26,2001,4
Russia,2001-12-31,39.02,2001,4
Sweden,2001-12-31,58.53,2001,4
United States,2001-12-31,106.67,2001,4
South Africa,2001-12-31,62.28,2001,4
Austria,2002-03-31,93.26,2002,1
Brazil,2002-03-31,49.07,2002,1
Canada,2002-03-31,63.42,2002,1
Switzerland,2002-03-31,81.03,2002,1
Chile,2002-03-31,97.22,2002,1
Colombia,2002-03-31,66.42,2002,1
Cyprus,2002-03-31,55.27,2002,1
France,2002-03-31,62.4,2002,1
United Kingdom,2002-03-31,73.15,2002,1
Indonesia,2002-03-31,139.4,2002,1
Israel,2002-03-31,89.4,2002,1
Iceland,2002-03-31,85.67,2002,1
Italy,2002-03-31,85.56,2002,1
South Korea,2002-03-31,89.44,2002,1
Lithuania,2002-03-31,48.21,2002,1
Malaysia,2002-03-31,87.58,2002,1
Netherlands,2002-03-31,95.56,2002,1
Norway,2002-03-31,69.02,2002,1
New Zealand,2002-03-31,63.44,2002,1
Peru,2002-03-31,76.47,2002,1
Serbia,2002-03-31,72.11,2002,1
Russia,2002-03-31,39.79,2002,1
Sweden,2002-03-31,59.4,2002,1
United States,2002-03-31,108.26,2002,1
South Africa,2002-03-31,62.94,2002,1
Austria,2002-06-30,91.04,2002,2
Brazil,2002-06-30,48.58,2002,2
Canada,2002-06-30,64.94,2002,2
Switzerland,2002-06-30,81.23,2002,2
Chile,2002-06-30,99.9,2002,2
Colombia,2002-06-30,67.93,2002,2
Cyprus,2002-06-30,54.13,2002,2
France,2002-06-30,64.11,2002,2
United Kingdom,2002-06-30,78.44,2002,2
Indonesia,2002-06-30,140.26,2002,2
Israel,2002-06-30,88.36,2002,2
Iceland,2002-06-30,85.68,2002,2
Italy,2002-06-30,86.73,2002,2
South Korea,2002-06-30,91.76,2002,2
Lithuania,2002-06-30,49.19,2002,2
Malaysia,2002-06-30,88.53,2002,2
Netherlands,2002-06-30,95.8,2002,2
Norway,2002-06-30,71.06,2002,2
New Zealand,2002-06-30,64.28,2002,2
Peru,2002-06-30,77.39,2002,2
Serbia,2002-06-30,69.99,2002,2
Russia,2002-06-30,41.13,2002,2
Sweden,2002-06-30,60.52,2002,2
United States,2002-06-30,109.84,2002,2
South Africa,2002-06-30,63.08,2002,2
Austria,2002-09-30,93.97,2002,3
Brazil,2002-09-30,48.08,2002,3
Canada,2002-09-30,63.72,2002,3
Switzerland,2002-09-30,83.16,2002,3
Chile,2002-09-30,100.62,2002,3
Colombia,2002-09-30,66.18,2002,3
Cyprus,2002-09-30,57.19,2002,3
France,2002-09-30,66.81,2002,3
United Kingdom,2002-09-30,83.66,2002,3
Indonesia,2002-09-30,139.95,2002,3
Israel,2002-09-30,85.29,2002,3
Iceland,2002-09-30,88.07,2002,3
Italy,2002-09-30,87.35,2002,3
South Korea,2002-09-30,94.57,2002,3
Lithuania,2002-09-30,52.12,2002,3
Malaysia,2002-09-30,89.73,2002,3
Netherlands,2002-09-30,97.24,2002,3
Norway,2002-09-30,68.82,2002,3
New Zealand,2002-09-30,65.99,2002,3
Peru,2002-09-30,89.89,2002,3
Serbia,2002-09-30,65.51,2002,3
Russia,2002-09-30,42.57,2002,3
Sweden,2002-09-30,62.8,2002,3
United States,2002-09-30,112.07,2002,3
South Africa,2002-09-30,61.88,2002,3
Austria,2002-12-31,91.11,2002,4
Brazil,2002-12-31,46.68,2002,4
Canada,2002-12-31,65.41,2002,4
Switzerland,2002-12-31,83.98,2002,4
Chile,2002-12-31,99.27,2002,4
Colombia,2002-12-31,66.24,2002,4
Cyprus,2002-12-31,56.52,2002,4
Denmark,2002-12-31,76.41,2002,4
France,2002-12-31,67.19,2002,4
United Kingdom,2002-12-31,87.32,2002,4
Indonesia,2002-12-31,137.56,2002,4
Israel,2002-12-31,83.88,2002,4
Iceland,2002-12-31,89.4,2002,4
Italy,2002-12-31,87.42,2002,4
South Korea,2002-12-31,96.69,2002,4
Lithuania,2002-12-31,53.9,2002,4
Malaysia,2002-12-31,91.07,2002,4
Netherlands,2002-12-31,96.89,2002,4
Norway,2002-12-31,67.56,2002,4
New Zealand,2002-12-31,68.21,2002,4
Peru,2002-12-31,77.33,2002,4
Serbia,2002-12-31,69.83,2002,4
Russia,2002-12-31,43.22,2002,4
Sweden,2002-12-31,62.54,2002,4
United States,2002-12-31,114.11,2002,4
South Africa,2002-12-31,61.12,2002,4
United Arab Emirates,2003-03-31,91.1,2003,1
Austria,2003-03-31,92.22,2003,1
Brazil,2003-03-31,45.08,2003,1
Canada,2003-03-31,65.93,2003,1
Switzerland,2003-03-31,84.83,2003,1
Chile,2003-03-31,97.9,2003,1
Colombia,2003-03-31,63.69,2003,1
Cyprus,2003-03-31,55.16,2003,1
Germany,2003-03-31,104.43,2003,1
Denmark,2003-03-31,76.78,2003,1
France,2003-03-31,67.78,2003,1
United Kingdom,2003-03-31,88.9,2003,1
Indonesia,2003-03-31,137.53,2003,1
Israel,2003-03-31,83.0,2003,1
Iceland,2003-03-31,92.12,2003,1
Italy,2003-03-31,88.68,2003,1
South Korea,2003-03-31,95.63,2003,1
Lithuania,2003-03-31,62.9,2003,1
Malaysia,2003-03-31,90.55,2003,1
Netherlands,2003-03-31,96.9,2003,1
Norway,2003-03-31,67.16,2003,1
New Zealand,2003-03-31,71.7,2003,1
Peru,2003-03-31,65.24,2003,1
Serbia,2003-03-31,82.22,2003,1
Russia,2003-03-31,44.02,2003,1
Sweden,2003-03-31,62.27,2003,1
United States,2003-03-31,115.24,2003,1
South Africa,2003-03-31,62.49,2003,1
United Arab Emirates,2003-06-30,89.22,2003,2
Austria,2003-06-30,91.13,2003,2
Brazil,2003-06-30,45.38,2003,2
Canada,2003-06-30,68.21,2003,2
Switzerland,2003-06-30,85.18,2003,2
Chile,2003-06-30,96.66,2003,2
Colombia,2003-06-30,64.73,2003,2
Cyprus,2003-06-30,54.92,2003,2
Germany,2003-06-30,103.82,2003,2
Denmark,2003-06-30,78.02,2003,2
France,2003-06-30,70.24,2003,2
United Kingdom,2003-06-30,91.07,2003,2
Indonesia,2003-06-30,139.12,2003,2
Israel,2003-06-30,79.88,2003,2
Iceland,2003-06-30,93.83,2003,2
Italy,2003-06-30,89.23,2003,2
South Korea,2003-06-30,97.85,2003,2
Lithuania,2003-06-30,58.94,2003,2
Malaysia,2003-06-30,90.28,2003,2
Netherlands,2003-06-30,97.38,2003,2
Norway,2003-06-30,68.75,2003,2
New Zealand,2003-06-30,74.19,2003,2
Peru,2003-06-30,70.35,2003,2
Serbia,2003-06-30,87.25,2003,2
Russia,2003-06-30,43.96,2003,2
Sweden,2003-06-30,63.6,2003,2
United States,2003-06-30,117.28,2003,2
South Africa,2003-06-30,65.85,2003,2
United Arab Emirates,2003-09-30,86.02,2003,3
Austria,2003-09-30,90.0,2003,3
Australia,2003-09-30,81.15,2003,3
Brazil,2003-09-30,46.77,2003,3
Canada,2003-09-30,69.39,2003,3
Switzerland,2003-09-30,86.64,2003,3
Chile,2003-09-30,99.53,2003,3
Colombia,2003-09-30,63.35,2003,3
Cyprus,2003-09-30,56.74,2003,3
Germany,2003-09-30,103.37,2003,3
Denmark,2003-09-30,79.75,2003,3
France,2003-09-30,73.18,2003,3
United Kingdom,2003-09-30,93.41,2003,3
Indonesia,2003-09-30,140.03,2003,3
Israel,2003-09-30,81.3,2003,3
Iceland,2003-09-30,98.48,2003,3
