country,date,price,year,quarter
South Africa,1994-03-31,17.76,1994,1
Canada,1994-06-30,46.24,1994,2
Switzerland,1994-06-30,79.67,1994,2
Colombia,1994-06-30,20.81,1994,2
United Kingdom,1994-06-30,33.05,1994,2
Israel,1994-06-30,48.38,1994,2
Italy,1994-06-30,54.61,1994,2
South Korea,1994-06-30,63.54,1994,2
Norway,1994-06-30,27.72,1994,2
New Zealand,1994-06-30,36.61,1994,2
Sweden,1994-06-30,33.76,1994,2
United States,1994-06-30,57.06,1994,2
South Africa,1994-06-30,18.44,1994,2
Canada,1994-09-30,45.51,1994,3
Switzerland,1994-09-30,79.28,1994,3
Colombia,1994-09-30,22.83,1994,3
United Kingdom,1994-09-30,33.65,1994,3
Israel,1994-09-30,50.48,1994,3
Italy,1994-09-30,55.07,1994,3
South Korea,1994-09-30,63.5,1994,3
Norway,1994-09-30,28.9,1994,3
New Zealand,1994-09-30,37.72,1994,3
Sweden,1994-09-30,34.13,1994,3
United States,1994-09-30,57.35,1994,3
South Africa,1994-09-30,18.97,1994,3
Canada,1994-12-31,46.06,1994,4
Switzerland,1994-12-31,78.06,1994,4
Colombia,1994-12-31,24.52,1994,4
United Kingdom,1994-12-31,33.41,1994,4
Israel,1994-12-31,52.25,1994,4
Italy,1994-12-31,54.71,1994,4
South Korea,1994-12-31,63.56,1994,4
Norway,1994-12-31,28.77,1994,4
New Zealand,1994-12-31,38.42,1994,4
Sweden,1994-12-31,33.57,1994,4
United States,1994-12-31,57.59,1994,4
South Africa,1994-12-31,19.29,1994,4
Canada,1995-03-31,44.81,1995,1
Switzerland,1995-03-31,77.61,1995,1
Colombia,1995-03-31,26.32,1995,1
United Kingdom,1995-03-31,33.11,1995,1
Israel,1995-03-31,53.7,1995,1
Italy,1995-03-31,54.4,1995,1
South Korea,1995-03-31,63.5,1995,1
Netherlands,1995-03-31,36.98,1995,1
Norway,1995-03-31,28.9,1995,1
New Zealand,1995-03-31,39.17,1995,1
Sweden,1995-03-31,33.57,1995,1
United States,1995-03-31,57.85,1995,1
South Africa,1995-03-31,19.69,1995,1
Canada,1995-06-30,43.67,1995,2
Switzerland,1995-06-30,77.17,1995,2
Colombia,1995-06-30,28.03,1995,2
United Kingdom,1995-06-30,33.47,1995,2
Israel,1995-06-30,54.98,1995,2
Italy,1995-06-30,54.98,1995,2
South Korea,1995-06-30,63.5,1995,2
Netherlands,1995-06-30,37.49,1995,2
Norway,1995-06-30,30.08,1995,2
New Zealand,1995-06-30,39.86,1995,2
Sweden,1995-06-30,34.13,1995,2
United States,1995-06-30,58.18,1995,2
South Africa,1995-06-30,20.04,1995,2
Canada,1995-09-30,44.09,1995,3
Switzerland,1995-09-30,76.38,1995,3
Colombia,1995-09-30,29.52,1995,3
United Kingdom,1995-09-30,33.77,1995,3
Israel,1995-09-30,57.5,1995,3
Italy,1995-09-30,55.65,1995,3
South Korea,1995-09-30,63.43,1995,3
Netherlands,1995-09-30,38.5,1995,3
Norway,1995-09-30,30.6,1995,3
New Zealand,1995-09-30,40.97,1995,3
Sweden,1995-09-30,33.76,1995,3
United States,1995-09-30,58.62,1995,3
South Africa,1995-09-30,20.13,1995,3
Canada,1995-12-31,44.16,1995,4
Switzerland,1995-12-31,75.0,1995,4
Colombia,1995-12-31,30.9,1995,4
United Kingdom,1995-12-31,33.29,1995,4
Israel,1995-12-31,60.25,1995,4
Italy,1995-12-31,56.17,1995,4
South Korea,1995-12-31,63.43,1995,4
Netherlands,1995-12-31,39.0,1995,4
Norway,1995-12-31,30.99,1995,4
New Zealand,1995-12-31,42.01,1995,4
Sweden,1995-12-31,33.21,1995,4
United States,1995-12-31,58.96,1995,4
South Africa,1995-12-31,20.23,1995,4
Canada,1996-03-31,43.63,1996,1
Switzerland,1996-03-31,73.9,1996,1
Colombia,1996-03-31,32.33,1996,1
France,1996-03-31,40.36,1996,1
United Kingdom,1996-03-31,33.77,1996,1
Israel,1996-03-31,63.09,1996,1
Italy,1996-03-31,56.73,1996,1
South Korea,1996-03-31,63.63,1996,1
Netherlands,1996-03-31,40.11,1996,1
Norway,1996-03-31,31.25,1996,1
New Zealand,1996-03-31,43.95,1996,1
Sweden,1996-03-31,33.39,1996,1
United States,1996-03-31,59.43,1996,1
South Africa,1996-03-31,20.5,1996,1
Canada,1996-06-30,44.57,1996,2
Switzerland,1996-06-30,73.63,1996,2
Colombia,1996-06-30,34.08,1996,2
France,1996-06-30,40.84,1996,2
United Kingdom,1996-06-30,33.83,1996,2
Israel,1996-06-30,66.3,1996,2
Italy,1996-06-30,57.0,1996,2
South Korea,1996-06-30,63.84,1996,2
Netherlands,1996-06-30,41.43,1996,2
Norway,1996-06-30,32.69,1996,2
New Zealand,1996-06-30,44.64,1996,2
Sweden,1996-06-30,33.76,1996,2
United States,1996-06-30,59.86,1996,2
South Africa,1996-06-30,20.68,1996,2
Canada,1996-09-30,43.95,1996,3
Switzerland,1996-09-30,73.47,1996,3
Colombia,1996-09-30,33.95,1996,3
France,1996-09-30,41.71,1996,3
United Kingdom,1996-09-30,35.16,1996,3
Israel,1996-09-30,65.57,1996,3
Italy,1996-09-30,57.69,1996,3
South Korea,1996-09-30,63.92,1996,3
Netherlands,1996-09-30,42.94,1996,3
Norway,1996-09-30,33.34,1996,3
New Zealand,1996-09-30,44.71,1996,3
Sweden,1996-09-30,34.31,1996,3
United States,1996-09-30,60.18,1996,3
South Africa,1996-09-30,20.79,1996,3
Canada,1996-12-31,44.2,1996,4
Switzerland,1996-12-31,71.38,1996,4
Colombia,1996-12-31,35.32,1996,4
France,1996-12-31,41.42,1996,4
United Kingdom,1996-12-31,35.77,1996,4
Israel,1996-12-31,67.6,1996,4
Italy,1996-12-31,58.27,1996,4
South Korea,1996-12-31,64.3,1996,4
Netherlands,1996-12-31,43.85,1996,4
Norway,1996-12-31,34.13,1996,4
New Zealand,1996-12-31,45.4,1996,4
Sweden,1996-12-31,34.31,1996,4
United States,1996-12-31,60.57,1996,4
South Africa,1996-12-31,21.01,1996,4
Canada,1997-03-31,44.73,1997,1
Switzerland,1997-03-31,70.93,1997,1
Colombia,1997-03-31,35.41,1997,1
France,1997-03-31,39.79,1997,1
United Kingdom,1997-03-31,36.25,1997,1
Israel,1997-03-31,69.65,1997,1
Italy,1997-03-31,59.21,1997,1
South Korea,1997-03-31,65.52,1997,1
Netherlands,1997-03-31,45.27,1997,1
Norway,1997-03-31,34.65,1997,1
New Zealand,1997-03-31,46.93,1997,1
Sweden,1997-03-31,34.86,1997,1
United States,1997-03-31,61.06,1997,1
South Africa,1997-03-31,21.26,1997,1
Canada,1997-06-30,45.85,1997,2
Switzerland,1997-06-30,70.12,1997,2
Colombia,1997-06-30,36.8,1997,2
France,1997-06-30,41.04,1997,2
United Kingdom,1997-06-30,36.97,1997,2
Israel,1997-06-30,71.59,1997,2
Italy,1997-06-30,59.32,1997,2
South Korea,1997-06-30,65.9,1997,2
Netherlands,1997-06-30,46.48,1997,2
Norway,1997-06-30,37.14,1997,2
New Zealand,1997-06-30,47.41,1997,2
Sweden,1997-06-30,36.14,1997,2
United States,1997-06-30,61.66,1997,2
South Africa,1997-06-30,21.89,1997,2
Canada,1997-09-30,45.05,1997,3
Switzerland,1997-09-30,70.22,1997,3
Colombia,1997-09-30,38.28,1997,3
France,1997-09-30,41.42,1997,3
United Kingdom,1997-09-30,38.85,1997,3
Israel,1997-09-30,72.98,1997,3
Italy,1997-09-30,59.35,1997,3
South Korea,1997-09-30,65.93,1997,3
Netherlands,1997-09-30,47.79,1997,3
Norway,1997-09-30,37.4,1997,3
New Zealand,1997-09-30,47.55,1997,3
Sweden,1997-09-30,36.88,1997,3
United States,1997-09-30,62.42,1997,3
South Africa,1997-09-30,23.01,1997,3
Canada,1997-12-31,45.0,1997,4
Switzerland,1997-12-31,69.47,1997,4
Colombia,1997-12-31,40.07,1997,4
France,1997-12-31,41.32,1997,4
United Kingdom,1997-12-31,38.61,1997,4
Israel,1997-12-31,72.46,1997,4
Italy,1997-12-31,59.63,1997,4
South Korea,1997-12-31,65.88,1997,4
Netherlands,1997-12-31,48.8,1997,4
Norway,1997-12-31,37.92,1997,4
New Zealand,1997-12-31,47.62,1997,4
Sweden,1997-12-31,36.88,1997,4
United States,1997-12-31,63.38,1997,4
South Africa,1997-12-31,24.23,1997,4
Canada,1998-03-31,44.58,1998,1
Switzerland,1998-03-31,69.67,1998,1
Colombia,1998-03-31,41.89,1998,1
France,1998-03-31,40.56,1998,1
United Kingdom,1998-03-31,39.57,1998,1
Israel,1998-03-31,72.8,1998,1
Italy,1998-03-31,58.81,1998,1
South Korea,1998-03-31,63.98,1998,1
Netherlands,1998-03-31,50.02,1998,1
Norway,1998-03-31,39.49,1998,1
New Zealand,1998-03-31,47.07,1998,1
Peru,1998-03-31,62.52,1998,1
Sweden,1998-03-31,37.98,1998,1
United States,1998-03-31,64.5,1998,1
South Africa,1998-03-31,25.01,1998,1
Canada,1998-06-30,44.96,1998,2
Switzerland,1998-06-30,69.27,1998,2
Colombia,1998-06-30,42.85,1998,2
France,1998-06-30,41.52,1998,2
United Kingdom,1998-06-30,41.69,1998,2
Israel,1998-06-30,73.33,1998,2
Italy,1998-06-30,59.45,1998,2
South Korea,1998-06-30,59.48,1998,2
Netherlands,1998-06-30,51.33,1998,2
Norway,1998-06-30,41.97,1998,2
New Zealand,1998-06-30,46.23,1998,2
Peru,1998-06-30,60.01,1998,2
Sweden,1998-06-30,39.26,1998,2
United States,1998-06-30,65.49,1998,2
South Africa,1998-06-30,25.5,1998,2
Canada,1998-09-30,44.07,1998,3
Switzerland,1998-09-30,69.55,1998,3
Colombia,1998-09-30,42.38,1998,3
France,1998-09-30,42.57,1998,3
United Kingdom,1998-09-30,43.5,1998,3
Israel,1998-09-30,73.38,1998,3
Italy,1998-09-30,59.57,1998,3
South Korea,1998-09-30,58.11,1998,3
Netherlands,1998-09-30,53.05,1998,3
Norway,1998-09-30,41.58,1998,3
New Zealand,1998-09-30,46.3,1998,3
Peru,1998-09-30,62.81,1998,3
Sweden,1998-09-30,40.36,1998,3
United States,1998-09-30,66.63,1998,3
South Africa,1998-09-30,26.16,1998,3
Canada,1998-12-31,44.69,1998,4
Switzerland,1998-12-31,69.18,1998,4
Colombia,1998-12-31,42.21,1998,4
France,1998-12-31,42.38,1998,4
United Kingdom,1998-12-31,43.26,1998,4
Israel,1998-12-31,77.92,1998,4
Italy,1998-12-31,59.58,1998,4
South Korea,1998-12-31,57.45,1998,4
Lithuania,1998-12-31,34.33,1998,4
Netherlands,1998-12-31,54.56,1998,4
Norway,1998-12-31,40.41,1998,4
New Zealand,1998-12-31,46.65,1998,4
Peru,1998-12-31,65.51,1998,4
Sweden,1998-12-31,40.91,1998,4
United States,1998-12-31,67.86,1998,4
South Africa,1998-12-31,26.2,1998,4
Canada,1999-03-31,44.92,1999,1
Switzerland,1999-03-31,69.58,1999,1
Colombia,1999-03-31,41.69,1999,1
France,1999-03-31,42.86,1999,1
United Kingdom,1999-03-31,43.56,1999,1
Israel,1999-03-31,77.48,1999,1
Italy,1999-03-31,59.46,1999,1
South Korea,1999-03-31,58.36,1999,1
Lithuania,1999-03-31,36.22,1999,1
Malaysia,1999-03-31,66.0,1999,1
Netherlands,1999-03-31,56.69,1999,1
Norway,1999-03-31,41.97,1999,1
New Zealand,1999-03-31,47.27,1999,1
Peru,1999-03-31,75.16,1999,1
Sweden,1999-03-31,41.46,1999,1
United States,1999-03-31,68.93,1999,1
South Africa,1999-03-31,26.13,1999,1
Canada,1999-06-30,46.68,1999,2
Switzerland,1999-06-30,69.33,1999,2
Colombia,1999-06-30,41.55,1999,2
France,1999-06-30,43.92,1999,2
United Kingdom,1999-06-30,45.37,1999,2
Israel,1999-06-30,76.95,1999,2
Italy,1999-06-30,59.84,1999,2
South Korea,1999-06-30,58.68,1999,2
Lithuania,1999-06-30,30.86,1999,2
Malaysia,1999-06-30,66.28,1999,2
Netherlands,1999-06-30,59.11,1999,2
Norway,1999-06-30,45.37,1999,2
New Zealand,1999-06-30,47.83,1999,2
Peru,1999-06-30,70.06,1999,2
Sweden,1999-06-30,43.12,1999,2
United States,1999-06-30,70.28,1999,2
South Africa,1999-06-30,26.73,1999,2
Canada,1999-09-30,46.27,1999,3
Switzerland,1999-09-30,69.25,1999,3
Colombia,1999-09-30,40.46,1999,3
France,1999-09-30,45.74,1999,3
United Kingdom,1999-09-30,48.03,1999,3
Israel,1999-09-30,77.88,1999,3
Italy,1999-09-30,60.13,1999,3
South Korea,1999-09-30,59.31,1999,3
Lithuania,1999-09-30,29.42,1999,3
Malaysia,1999-09-30,67.34,1999,3
Netherlands,1999-09-30,62.24,1999,3
Norway,1999-09-30,46.29,1999,3
New Zealand,1999-09-30,47.83,1999,3
Peru,1999-09-30,70.61,1999,3
Sweden,1999-09-30,44.4,1999,3
United States,1999-09-30,71.69,1999,3
South Africa,1999-09-30,27.1,1999,3
Canada,1999-12-31,46.94,1999,4
Switzerland,1999-12-31,69.46,1999,4
Colombia,1999-12-31,41.44,1999,4
France,1999-12-31,45.84,1999,4
United Kingdom,1999-12-31,49.3,1999,4
Israel,1999-12-31,77.56,1999,4
Italy,1999-12-31,60.47,1999,4
South Korea,1999-12-31,59.62,1999,4
Lithuania,1999-12-31,29.15,1999,4
Malaysia,1999-12-31,68.68,1999,4
Netherlands,1999-12-31,64.97,1999,4
Norway,1999-12-31,47.99,1999,4
New Zealand,1999-12-31,47.34,1999,4
Peru,1999-12-31,73.53,1999,4
Sweden,1999-12-31,44.4,1999,4
United States,1999-12-31,73.22,1999,4
South Africa,1999-12-31,27.95,1999,4
Austria,2000-03-31,80.3,2000,1
Canada,2000-03-31,47.17,2000,1
Switzerland,2000-03-31,69.24,2000,1
Colombia,2000-03-31,42.56,2000,1
France,2000-03-31,46.61,2000,1
United Kingdom,2000-03-31,50.51,2000,1
Israel,2000-03-31,74.2,2000,1
Iceland,2000-03-31,45.81,2000,1
Italy,2000-03-31,61.33,2000,1
South Korea,2000-03-31,59.92,2000,1
Lithuania,2000-03-31,29.97,2000,1
Malaysia,2000-03-31,69.18,2000,1
Netherlands,2000-03-31,67.9,2000,1
Norway,2000-03-31,50.87,2000,1
New Zealand,2000-03-31,47.48,2000,1
Peru,2000-03-31,68.87,2000,1
Serbia,2000-03-31,19.65,2000,1
Sweden,2000-03-31,45.68,2000,1
United States,2000-03-31,75.05,2000,1
South Africa,2000-03-31,29.77,2000,1
Austria,2000-06-30,78.96,2000,2
Canada,2000-06-30,48.09,2000,2
Switzerland,2000-06-30,69.98,2000,2
Colombia,2000-06-30,43.44,2000,2
France,2000-06-30,48.05,2000,2
United Kingdom,2000-06-30,53.29,2000,2
Israel,2000-06-30,75.04,2000,2
Iceland,2000-06-30,48.1,2000,2
Italy,2000-06-30,61.85,2000,2
South Korea,2000-06-30,60.13,2000,2
Lithuania,2000-06-30,28.01,2000,2
Malaysia,2000-06-30,71.15,2000,2
Netherlands,2000-06-30,70.53,2000,2
Norway,2000-06-30,54.27,2000,2
New Zealand,2000-06-30,47.34,2000,2
Peru,2000-06-30,70.21,2000,2
Serbia,2000-06-30,23.4,2000,2
Sweden,2000-06-30,47.89,2000,2
United States,2000-06-30,76.95,2000,2
South Africa,2000-06-30,31.07,2000,2
Austria,2000-09-30,77.63,2000,3
Canada,2000-09-30,47.99,2000,3
Switzerland,2000-09-30,70.95,2000,3
Colombia,2000-09-30,42.5,2000,3
France,2000-09-30,49.88,2000,3
United Kingdom,2000-09-30,54.31,2000,3
Israel,2000-09-30,73.45,2000,3
Iceland,2000-09-30,48.43,2000,3
Italy,2000-09-30,62.7,2000,3
South Korea,2000-09-30,60.11,2000,3
Lithuania,2000-09-30,26.74,2000,3
Malaysia,2000-09-30,71.65,2000,3
Netherlands,2000-09-30,73.56,2000,3
Norway,2000-09-30,52.7,2000,3
New Zealand,2000-09-30,47.41,2000,3
Peru,2000-09-30,68.49,2000,3
Serbia,2000-09-30,27.18,2000,3
Sweden,2000-09-30,49.54,2000,3
United States,2000-09-30,78.64,2000,3
South Africa,2000-09-30,32.11,2000,3
Austria,2000-12-31,77.39,2000,4
Canada,2000-12-31,48.49,2000,4
Switzerland,2000-12-31,70.77,2000,4
Colombia,2000-12-31,41.47,2000,4
France,2000-12-31,49.59,2000,4
United Kingdom,2000-12-31,55.88,2000,4
Israel,2000-12-31,72.3,2000,4
Iceland,2000-12-31,49.34,2000,4
Italy,2000-12-31,63.42,2000,4
South Korea,2000-12-31,60.05,2000,4
Lithuania,2000-12-31,28.74,2000,4
Malaysia,2000-12-31,71.79,2000,4
Netherlands,2000-12-31,75.28,2000,4
Norway,2000-12-31,52.7,2000,4
New Zealand,2000-12-31,47.2,2000,4
Peru,2000-12-31,68.91,2000,4
Serbia,2000-12-31,29.3,2000,4
Sweden,2000-12-31,49.72,2000,4
United States,2000-12-31,80.42,2000,4
South Africa,2000-12-31,33.46,2000,4
Austria,2001-03-31,81.16,2001,1
Brazil,2001-03-31,28.55,2001,1
Canada,2001-03-31,48.36,2001,1
Switzerland,2001-03-31,71.39,2001,1
Colombia,2001-03-31,44.21,2001,1
France,2001-03-31,50.26,2001,1
United Kingdom,2001-03-31,55.64,2001,1
Israel,2001-03-31,71.71,2001,1
Iceland,2001-03-31,49.52,2001,1
Italy,2001-03-31,64.15,2001,1
South Korea,2001-03-31,59.92,2001,1
Lithuania,2001-03-31,33.47,2001,1
Malaysia,2001-03-31,71.08,2001,1
Netherlands,2001-03-31,77.1,2001,1
Norway,2001-03-31,54.53,2001,1
New Zealand,2001-03-31,47.69,2001,1
Peru,2001-03-31,61.84,2001,1
Serbia,2001-03-31,29.73,2001,1
Russia,2001-03-31,12.29,2001,1
Sweden,2001-03-31,51.19,2001,1
United States,2001-03-31,82.25,2001,1
South Africa,2001-03-31,34.78,2001,1
Austria,2001-06-30,77.63,2001,2
Brazil,2001-06-30,28.61,2001,2
Canada,2001-06-30,50.44,2001,2
Switzerland,2001-06-30,71.98,2001,2
Colombia,2001-06-30,43.7,2001,2
France,2001-06-30,51.99,2001,2
United Kingdom,2001-06-30,57.64,2001,2
Israel,2001-06-30,70.79,2001,2
Iceland,2001-06-30,50.72,2001,2
Italy,2001-06-30,64.97,2001,2
South Korea,2001-06-30,61.09,2001,2
Lithuania,2001-06-30,31.34,2001,2
Malaysia,2001-06-30,71.65,2001,2
Netherlands,2001-06-30,79.12,2001,2
Norway,2001-06-30,56.88,2001,2
New Zealand,2001-06-30,47.83,2001,2
Peru,2001-06-30,68.7,2001,2
Serbia,2001-06-30,30.39,2001,2
Russia,2001-06-30,13.0,2001,2
Sweden,2001-06-30,51.92,2001,2
United States,2001-06-30,83.76,2001,2
South Africa,2001-06-30,35.76,2001,2
Austria,2001-09-30,80.77,2001,3
Brazil,2001-09-30,28.66,2001,3
Canada,2001-09-30,50.58,2001,3
Switzerland,2001-09-30,72.86,2001,3
Colombia,2001-09-30,43.88,2001,3
France,2001-09-30,53.63,2001,3
United Kingdom,2001-09-30,59.69,2001,3
Israel,2001-09-30,71.24,2001,3
Iceland,2001-09-30,51.13,2001,3
Italy,2001-09-30,66.36,2001,3
South Korea,2001-09-30,63.48,2001,3
Lithuania,2001-09-30,35.26,2001,3
Malaysia,2001-09-30,72.36,2001,3
Netherlands,2001-09-30,81.14,2001,3
Norway,2001-09-30,56.88,2001,3
New Zealand,2001-09-30,48.31,2001,3
Peru,2001-09-30,61.85,2001,3
Serbia,2001-09-30,31.3,2001,3
Russia,2001-09-30,13.95,2001,3
Sweden,2001-09-30,52.84,2001,3
United States,2001-09-30,85.32,2001,3
South Africa,2001-09-30,36.59,2001,3
Austria,2001-12-31,77.39,2001,4
Brazil,2001-12-31,28.72,2001,4
Canada,2001-12-31,51.24,2001,4
Switzerland,2001-12-31,73.29,2001,4
Colombia,2001-12-31,46.13,2001,4
France,2001-12-31,53.63,2001,4
United Kingdom,2001-12-31,58.48,2001,4
Israel,2001-12-31,70.97,2001,4
Iceland,2001-12-31,51.68,2001,4
Italy,2001-12-31,68.13,2001,4
South Korea,2001-12-31,65.2,2001,4
Lithuania,2001-12-31,40.41,2001,4
Malaysia,2001-12-31,72.36,2001,4
Netherlands,2001-12-31,81.85,2001,4
Norway,2001-12-31,56.75,2001,4
New Zealand,2001-12-31,49.08,2001,4
Peru,2001-12-31,64.17,2001,4
Serbia,2001-12-31,31.67,2001,4
Russia,2001-12-31,15.27,2001,4
Sweden,2001-12-31,52.11,2001,4
United States,2001-12-31,86.71,2001,4
South Africa,2001-12-31,37.33,2001,4
Austria,2002-03-31,79.91,2002,1
Brazil,2002-03-31,28.83,2002,1
Canada,2002-03-31,53.49,2002,1
Switzerland,2002-03-31,75.17,2002,1
Chile,2002-03-31,74.09,2002,1
Colombia,2002-03-31,43.31,2002,1
Cyprus,2002-03-31,43.99,2002,1
France,2002-03-31,54.11,2002,1
United Kingdom,2002-03-31,60.42,2002,1
Indonesia,2002-03-31,73.91,2002,1
Israel,2002-03-31,74.77,2002,1
Iceland,2002-03-31,52.23,2002,1
Italy,2002-03-31,72.04,2002,1
South Korea,2002-03-31,69.01,2002,1
Lithuania,2002-03-31,36.91,2002,1
Malaysia,2002-03-31,72.36,2002,1
Netherlands,2002-03-31,83.36,2002,1
Norway,2002-03-31,58.58,2002,1
New Zealand,2002-03-31,50.88,2002,1
Peru,2002-03-31,61.18,2002,1
Serbia,2002-03-31,31.52,2002,1
Russia,2002-03-31,16.49,2002,1
Sweden,2002-03-31,53.02,2002,1
United States,2002-03-31,88.32,2002,1
South Africa,2002-03-31,38.97,2002,1
Austria,2002-06-30,78.57,2002,2
Brazil,2002-06-30,29.01,2002,2
Canada,2002-06-30,55.6,2002,2
Switzerland,2002-06-30,76.03,2002,2
Chile,2002-06-30,76.7,2002,2
Colombia,2002-06-30,45.35,2002,2
Cyprus,2002-06-30,43.73,2002,2
France,2002-06-30,56.03,2002,2
United Kingdom,2002-06-30,65.37,2002,2
Indonesia,2002-06-30,75.03,2002,2
Israel,2002-06-30,76.28,2002,2
Iceland,2002-06-30,52.41,2002,2
Italy,2002-06-30,73.56,2002,2
South Korea,2002-06-30,71.74,2002,2
Lithuania,2002-06-30,37.32,2002,2
Malaysia,2002-06-30,73.56,2002,2
Netherlands,2002-06-30,84.47,2002,2
Norway,2002-06-30,60.67,2002,2
New Zealand,2002-06-30,52.08,2002,2
Peru,2002-06-30,62.59,2002,2
Serbia,2002-06-30,31.2,2002,2
Russia,2002-06-30,17.65,2002,2
Sweden,2002-06-30,54.67,2002,2
United States,2002-06-30,90.58,2002,2
South Africa,2002-06-30,40.39,2002,2
Austria,2002-09-30,81.24,2002,3
Brazil,2002-09-30,29.35,2002,3
Canada,2002-09-30,55.13,2002,3
Switzerland,2002-09-30,77.4,2002,3
Chile,2002-09-30,77.96,2002,3
Colombia,2002-09-30,44.48,2002,3
Cyprus,2002-09-30,46.49,2002,3
France,2002-09-30,58.53,2002,3
United Kingdom,2002-09-30,69.78,2002,3
Indonesia,2002-09-30,76.14,2002,3
Israel,2002-09-30,74.9,2002,3
Iceland,2002-09-30,53.97,2002,3
Italy,2002-09-30,74.44,2002,3
South Korea,2002-09-30,74.24,2002,3
Lithuania,2002-09-30,39.07,2002,3
Malaysia,2002-09-30,74.62,2002,3
Netherlands,2002-09-30,85.99,2002,3
Norway,2002-09-30,58.71,2002,3
New Zealand,2002-09-30,53.71,2002,3
Peru,2002-09-30,72.81,2002,3
Serbia,2002-09-30,30.72,2002,3
Russia,2002-09-30,18.6,2002,3
Sweden,2002-09-30,56.69,2002,3
United States,2002-09-30,92.82,2002,3
South Africa,2002-09-30,40.73,2002,3
Austria,2002-12-31,79.04,2002,4
Brazil,2002-12-31,29.86,2002,4
Canada,2002-12-31,56.88,2002,4
Switzerland,2002-12-31,78.58,2002,4
Chile,2002-12-31,77.96,2002,4
Colombia,2002-12-31,45.17,2002,4
Cyprus,2002-12-31,46.75,2002,4
Denmark,2002-12-31,65.9,2002,4
France,2002-12-31,59.1,2002,4
United Kingdom,2002-12-31,73.22,2002,4
Indonesia,2002-12-31,76.82,2002,4
Israel,2002-12-31,73.75,2002,4
Iceland,2002-12-31,55.11,2002,4
Italy,2002-12-31,75.0,2002,4
South Korea,2002-12-31,76.31,2002,4
Lithuania,2002-12-31,40.51,2002,4
Malaysia,2002-12-31,75.82,2002,4
Netherlands,2002-12-31,85.89,2002,4
Norway,2002-12-31,58.32,2002,4
New Zealand,2002-12-31,55.88,2002,4
Peru,2002-12-31,63.13,2002,4
Serbia,2002-12-31,33.78,2002,4
Russia,2002-12-31,19.45,2002,4
Sweden,2002-12-31,56.88,2002,4
United States,2002-12-31,94.81,2002,4
South Africa,2002-12-31,41.31,2002,4
United Arab Emirates,2003-03-31,57.69,2003,1
Austria,2003-03-31,80.38,2003,1
Brazil,2003-03-31,30.63,2003,1
Canada,2003-03-31,58.1,2003,1
Switzerland,2003-03-31,79.51,2003,1
Chile,2003-03-31,77.42,2003,1
Colombia,2003-03-31,44.61,2003,1
Cyprus,2003-03-31,46.02,2003,1
Germany,2003-03-31,93.44,2003,1
Denmark,2003-03-31,66.9,2003,1
France,2003-03-31,60.16,2003,1
United Kingdom,2003-03-31,74.55,2003,1
Indonesia,2003-03-31,78.55,2003,1
Israel,2003-03-31,73.02,2003,1
Iceland,2003-03-31,57.13,2003,1
Italy,2003-03-31,76.69,2003,1
South Korea,2003-03-31,76.79,2003,1
Lithuania,2003-03-31,47.34,2003,1
Malaysia,2003-03-31,75.75,2003,1
Netherlands,2003-03-31,86.6,2003,1
Norway,2003-03-31,59.63,2003,1
New Zealand,2003-03-31,58.95,2003,1
Peru,2003-03-31,53.67,2003,1
Serbia,2003-03-31,40.32,2003,1
Russia,2003-03-31,20.9,2003,1
Sweden,2003-03-31,57.24,2003,1
United States,2003-03-31,96.71,2003,1
South Africa,2003-03-31,42.83,2003,1
United Arab Emirates,2003-06-30,56.88,2003,2
Austria,2003-06-30,79.59,2003,2
Brazil,2003-06-30,31.66,2003,2
Canada,2003-06-30,60.01,2003,2
Switzerland,2003-06-30,80.16,2003,2
Chile,2003-06-30,76.97,2003,2
Colombia,2003-06-30,46.5,2003,2
Cyprus,2003-06-30,46.55,2003,2
Germany,2003-06-30,92.79,2003,2
Denmark,2003-06-30,68.4,2003,2
France,2003-06-30,62.56,2003,2
United Kingdom,2003-06-30,76.85,2003,2
Indonesia,2003-06-30,79.65,2003,2
Israel,2003-06-30,69.95,2003,2
Iceland,2003-06-30,58.6,2003,2
Italy,2003-06-30,77.72,2003,2
South Korea,2003-06-30,79.03,2003,2
Lithuania,2003-06-30,44.39,2003,2
Malaysia,2003-06-30,75.68,2003,2
Netherlands,2003-06-30,87.61,2003,2
Norway,2003-06-30,60.02,2003,2
New Zealand,2003-06-30,61.0,2003,2
Peru,2003-06-30,58.26,2003,2
Serbia,2003-06-30,43.63,2003,2
Russia,2003-06-30,21.52,2003,2
Sweden,2003-06-30,58.53,2003,2
United States,2003-06-30,98.78,2003,2
South Africa,2003-06-30,45.45,2003,2
United Arab Emirates,2003-09-30,55.38,2003,3
Austria,2003-09-30,78.81,2003,3
Australia,2003-09-30,66.8,2003,3
Brazil,2003-09-30,32.89,2003,3
Canada,2003-09-30,61.29,2003,3
Switzerland,2003-09-30,81.0,2003,3
Chile,2003-09-30,79.22,2003,3
Colombia,2003-09-30,45.62,2003,3
Cyprus,2003-09-30,47.66,2003,3
Germany,2003-09-30,92.69,2003,3
Denmark,2003-09-30,69.6,2003,3
France,2003-09-30,65.35,2003,3
United Kingdom,2003-09-30,78.96,2003,3
Indonesia,2003-09-30,80.85,2003,3
Israel,2003-09-30,70.28,2003,3
Iceland,2003-09-30,61.53,2003,3
Italy,2003-09-30,79.16,2003,3
