country,date,price,year,quarter
South Korea,2003-09-30,80.41,2003,3
Lithuania,2003-09-30,45.35,2003,3
Malaysia,2003-09-30,78.15,2003,3
Netherlands,2003-09-30,88.31,2003,3
Norway,2003-09-30,59.89,2003,3
New Zealand,2003-09-30,64.92,2003,3
Peru,2003-09-30,54.97,2003,3
Serbia,2003-09-30,43.73,2003,3
Russia,2003-09-30,22.46,2003,3
Sweden,2003-09-30,59.81,2003,3
United States,2003-09-30,101.65,2003,3
South Africa,2003-09-30,48.03,2003,3
United Arab Emirates,2003-12-31,56.77,2003,4
Austria,2003-12-31,80.85,2003,4
Australia,2003-12-31,69.31,2003,4
Brazil,2003-12-31,34.09,2003,4
Canada,2003-12-31,63.09,2003,4
Switzerland,2003-12-31,80.58,2003,4
Chile,2003-12-31,80.13,2003,4
Colombia,2003-12-31,47.92,2003,4
Cyprus,2003-12-31,48.59,2003,4
Germany,2003-12-31,93.25,2003,4
Denmark,2003-12-31,69.8,2003,4
France,2003-12-31,66.6,2003,4
United Kingdom,2003-12-31,80.59,2003,4
Indonesia,2003-12-31,81.41,2003,4
Israel,2003-12-31,69.47,2003,4
Iceland,2003-12-31,61.89,2003,4
Italy,2003-12-31,79.65,2003,4
South Korea,2003-12-31,81.34,2003,4
Lithuania,2003-12-31,44.46,2003,4
Malaysia,2003-12-31,78.57,2003,4
Netherlands,2003-12-31,89.32,2003,4
Norway,2003-12-31,60.67,2003,4
New Zealand,2003-12-31,69.32,2003,4
Peru,2003-12-31,56.48,2003,4
Serbia,2003-12-31,45.59,2003,4
Russia,2003-12-31,23.51,2003,4
Sweden,2003-12-31,60.36,2003,4
United States,2003-12-31,105.0,2003,4
South Africa,2003-12-31,50.86,2003,4
United Arab Emirates,2004-03-31,62.75,2004,1
Austria,2004-03-31,74.8,2004,1
Australia,2004-03-31,69.02,2004,1
Brazil,2004-03-31,35.23,2004,1
Canada,2004-03-31,64.15,2004,1
Switzerland,2004-03-31,81.24,2004,1
Chile,2004-03-31,80.4,2004,1
Colombia,2004-03-31,47.82,2004,1
Cyprus,2004-03-31,54.85,2004,1
Germany,2004-03-31,93.16,2004,1
Denmark,2004-03-31,72.1,2004,1
France,2004-03-31,68.81,2004,1
United Kingdom,2004-03-31,81.32,2004,1
Indonesia,2004-03-31,82.06,2004,1
Israel,2004-03-31,69.98,2004,1
Iceland,2004-03-31,61.99,2004,1
Italy,2004-03-31,80.48,2004,1
South Korea,2004-03-31,80.63,2004,1
Lithuania,2004-03-31,48.99,2004,1
Malaysia,2004-03-31,79.7,2004,1
Netherlands,2004-03-31,90.33,2004,1
Norway,2004-03-31,65.12,2004,1
New Zealand,2004-03-31,72.42,2004,1
Peru,2004-03-31,63.32,2004,1
Serbia,2004-03-31,49.2,2004,1
Russia,2004-03-31,26.22,2004,1
Sweden,2004-03-31,61.65,2004,1
United States,2004-03-31,108.64,2004,1
South Africa,2004-03-31,54.65,2004,1
United Arab Emirates,2004-06-30,65.98,2004,2
Austria,2004-06-30,78.73,2004,2
Australia,2004-06-30,68.34,2004,2
Brazil,2004-06-30,36.23,2004,2
Canada,2004-06-30,67.12,2004,2
Switzerland,2004-06-30,82.24,2004,2
Chile,2004-06-30,80.76,2004,2
Colombia,2004-06-30,50.45,2004,2
Cyprus,2004-06-30,57.05,2004,2
Germany,2004-06-30,93.72,2004,2
Denmark,2004-06-30,75.4,2004,2
France,2004-06-30,71.69,2004,2
United Kingdom,2004-06-30,86.09,2004,2
Indonesia,2004-06-30,83.11,2004,2
Israel,2004-06-30,71.27,2004,2
Iceland,2004-06-30,65.65,2004,2
Italy,2004-06-30,82.1,2004,2
South Korea,2004-06-30,80.85,2004,2
Lithuania,2004-06-30,46.86,2004,2
Malaysia,2004-06-30,79.92,2004,2
Netherlands,2004-06-30,91.24,2004,2
Norway,2004-06-30,66.17,2004,2
New Zealand,2004-06-30,73.93,2004,2
Peru,2004-06-30,64.14,2004,2
Serbia,2004-06-30,50.67,2004,2
Russia,2004-06-30,27.69,2004,2
Sweden,2004-06-30,64.21,2004,2
United States,2004-06-30,112.91,2004,2
South Africa,2004-06-30,57.84,2004,2
United Arab Emirates,2004-09-30,68.28,2004,3
Austria,2004-09-30,79.12,2004,3
Australia,2004-09-30,68.34,2004,3
Brazil,2004-09-30,37.11,2004,3
Canada,2004-09-30,65.54,2004,3
Switzerland,2004-09-30,82.88,2004,3
Chile,2004-09-30,82.92,2004,3
Colombia,2004-09-30,49.6,2004,3
Cyprus,2004-09-30,59.35,2004,3
Germany,2004-09-30,93.62,2004,3
Denmark,2004-09-30,77.7,2004,3
France,2004-09-30,75.44,2004,3
United Kingdom,2004-09-30,89.9,2004,3
Indonesia,2004-09-30,83.85,2004,3
Israel,2004-09-30,70.57,2004,3
Iceland,2004-09-30,67.12,2004,3
Italy,2004-09-30,84.26,2004,3
South Korea,2004-09-30,80.22,2004,3
Lithuania,2004-09-30,52.87,2004,3
Malaysia,2004-09-30,80.13,2004,3
Netherlands,2004-09-30,92.66,2004,3
Norway,2004-09-30,66.3,2004,3
New Zealand,2004-09-30,75.5,2004,3
Peru,2004-09-30,61.85,2004,3
Serbia,2004-09-30,50.03,2004,3
Russia,2004-09-30,28.98,2004,3
Sweden,2004-09-30,65.68,2004,3
United States,2004-09-30,117.0,2004,3
South Africa,2004-09-30,61.11,2004,3
United Arab Emirates,2004-12-31,71.16,2004,4
Austria,2004-12-31,80.85,2004,4
Australia,2004-12-31,69.51,2004,4
Brazil,2004-12-31,37.91,2004,4
Canada,2004-12-31,68.06,2004,4
Switzerland,2004-12-31,82.72,2004,4
Chile,2004-12-31,85.8,2004,4
Colombia,2004-12-31,53.75,2004,4
Cyprus,2004-12-31,61.63,2004,4
Germany,2004-12-31,94.28,2004,4
Denmark,2004-12-31,79.7,2004,4
France,2004-12-31,77.27,2004,4
United Kingdom,2004-12-31,90.5,2004,4
Indonesia,2004-12-31,84.22,2004,4
Israel,2004-12-31,68.78,2004,4
Iceland,2004-12-31,70.23,2004,4
Italy,2004-12-31,85.55,2004,4
South Korea,2004-12-31,79.46,2004,4
Lithuania,2004-12-31,59.67,2004,4
Malaysia,2004-12-31,80.55,2004,4
Netherlands,2004-12-31,92.86,2004,4
Norway,2004-12-31,67.08,2004,4
New Zealand,2004-12-31,77.96,2004,4
Peru,2004-12-31,57.79,2004,4
Serbia,2004-12-31,51.79,2004,4
Russia,2004-12-31,30.18,2004,4
Sweden,2004-12-31,66.42,2004,4
United States,2004-12-31,121.34,2004,4
South Africa,2004-12-31,67.25,2004,4
United Arab Emirates,2005-03-31,72.54,2005,1
Austria,2005-03-31,81.16,2005,1
Australia,2005-03-31,69.41,2005,1
Belgium,2005-03-31,75.81,2005,1
Bulgaria,2005-03-31,71.84,2005,1
Brazil,2005-03-31,38.68,2005,1
Canada,2005-03-31,70.11,2005,1
Switzerland,2005-03-31,82.9,2005,1
Chile,2005-03-31,84.0,2005,1
Colombia,2005-03-31,52.09,2005,1
Cyprus,2005-03-31,61.53,2005,1
Germany,2005-03-31,97.72,2005,1
Denmark,2005-03-31,83.3,2005,1
Estonia,2005-03-31,79.18,2005,1
Finland,2005-03-31,79.36,2005,1
France,2005-03-31,79.48,2005,1
United Kingdom,2005-03-31,88.64,2005,1
Indonesia,2005-03-31,85.25,2005,1
Ireland,2005-03-31,121.11,2005,1
Israel,2005-03-31,68.67,2005,1
Iceland,2005-03-31,76.92,2005,1
Italy,2005-03-31,87.18,2005,1
South Korea,2005-03-31,79.18,2005,1
Lithuania,2005-03-31,72.82,2005,1
"Macedonia, FYR",2005-03-31,76.56,2005,1
Mexico,2005-03-31,73.36,2005,1
Malaysia,2005-03-31,81.26,2005,1
Netherlands,2005-03-31,93.77,2005,1
Norway,2005-03-31,69.83,2005,1
New Zealand,2005-03-31,81.53,2005,1
Peru,2005-03-31,62.95,2005,1
Serbia,2005-03-31,55.92,2005,1
Russia,2005-03-31,32.97,2005,1
Sweden,2005-03-31,66.78,2005,1
United States,2005-03-31,126.39,2005,1
South Africa,2005-03-31,73.6,2005,1
United Arab Emirates,2005-06-30,73.57,2005,2
Austria,2005-06-30,81.95,2005,2
Australia,2005-06-30,69.89,2005,2
Belgium,2005-06-30,77.5,2005,2
Bulgaria,2005-06-30,74.91,2005,2
Brazil,2005-06-30,39.45,2005,2
Canada,2005-06-30,72.12,2005,2
Switzerland,2005-06-30,83.18,2005,2
Chile,2005-06-30,84.72,2005,2
China,2005-06-30,75.87,2005,2
Colombia,2005-06-30,54.78,2005,2
Cyprus,2005-06-30,63.28,2005,2
Germany,2005-06-30,96.32,2005,2
Denmark,2005-06-30,87.6,2005,2
Estonia,2005-06-30,89.28,2005,2
Finland,2005-06-30,81.64,2005,2
France,2005-06-30,82.94,2005,2
United Kingdom,2005-06-30,91.21,2005,2
Indonesia,2005-06-30,86.14,2005,2
Ireland,2005-06-30,123.86,2005,2
Israel,2005-06-30,70.05,2005,2
Iceland,2005-06-30,84.76,2005,2
Italy,2005-06-30,88.79,2005,2
South Korea,2005-06-30,80.43,2005,2
Lithuania,2005-06-30,70.21,2005,2
"Macedonia, FYR",2005-06-30,78.34,2005,2
Mexico,2005-06-30,75.84,2005,2
Malaysia,2005-06-30,82.6,2005,2
Netherlands,2005-06-30,94.85,2005,2
Norway,2005-06-30,71.79,2005,2
New Zealand,2005-06-30,83.62,2005,2
Peru,2005-06-30,56.16,2005,2
Serbia,2005-06-30,58.95,2005,2
Russia,2005-06-30,33.94,2005,2
Sweden,2005-06-30,69.04,2005,2
United States,2005-06-30,131.4,2005,2
South Africa,2005-06-30,75.63,2005,2
United Arab Emirates,2005-09-30,74.73,2005,3
Austria,2005-09-30,82.03,2005,3
Australia,2005-09-30,69.8,2005,3
Belgium,2005-09-30,80.27,2005,3
Bulgaria,2005-09-30,77.07,2005,3
Brazil,2005-09-30,40.25,2005,3
Canada,2005-09-30,73.79,2005,3
Switzerland,2005-09-30,84.14,2005,3
Chile,2005-09-30,86.26,2005,3
China,2005-09-30,77.06,2005,3
Colombia,2005-09-30,55.46,2005,3
Cyprus,2005-09-30,64.08,2005,3
Germany,2005-09-30,97.44,2005,3
Denmark,2005-09-30,94.4,2005,3
Estonia,2005-09-30,94.28,2005,3
Finland,2005-09-30,83.27,2005,3
France,2005-09-30,87.17,2005,3
United Kingdom,2005-09-30,93.45,2005,3
Indonesia,2005-09-30,86.68,2005,3
Ireland,2005-09-30,129.23,2005,3
Israel,2005-09-30,70.94,2005,3
Iceland,2005-09-30,89.57,2005,3
Italy,2005-09-30,90.52,2005,3
South Korea,2005-09-30,81.94,2005,3
Lithuania,2005-09-30,76.18,2005,3
"Macedonia, FYR",2005-09-30,76.43,2005,3
Mexico,2005-09-30,77.55,2005,3
Malaysia,2005-09-30,82.25,2005,3
Netherlands,2005-09-30,96.12,2005,3
Norway,2005-09-30,72.44,2005,3
New Zealand,2005-09-30,85.95,2005,3
Peru,2005-09-30,55.96,2005,3
Serbia,2005-09-30,60.94,2005,3
Russia,2005-09-30,35.28,2005,3
Sweden,2005-09-30,71.74,2005,3
United States,2005-09-30,135.95,2005,3
South Africa,2005-09-30,75.43,2005,3
United Arab Emirates,2005-12-31,75.31,2005,4
Austria,2005-12-31,83.99,2005,4
Australia,2005-12-31,71.15,2005,4
Belgium,2005-12-31,81.86,2005,4
Bulgaria,2005-12-31,78.94,2005,4
Brazil,2005-12-31,41.2,2005,4
Canada,2005-12-31,75.04,2005,4
Switzerland,2005-12-31,84.25,2005,4
Chile,2005-12-31,86.98,2005,4
China,2005-12-31,77.92,2005,4
Colombia,2005-12-31,56.21,2005,4
Cyprus,2005-12-31,65.65,2005,4
Germany,2005-12-31,96.79,2005,4
Denmark,2005-12-31,100.6,2005,4
Estonia,2005-12-31,106.57,2005,4
Spain,2005-12-31,91.93,2005,4
Finland,2005-12-31,84.9,2005,4
France,2005-12-31,88.8,2005,4
United Kingdom,2005-12-31,93.56,2005,4
Indonesia,2005-12-31,88.35,2005,4
Ireland,2005-12-31,134.49,2005,4
Israel,2005-12-31,71.55,2005,4
Iceland,2005-12-31,92.59,2005,4
Italy,2005-12-31,91.33,2005,4
South Korea,2005-12-31,82.2,2005,4
Lithuania,2005-12-31,98.02,2005,4
"Macedonia, FYR",2005-12-31,77.33,2005,4
Mexico,2005-12-31,77.51,2005,4
Malaysia,2005-12-31,82.6,2005,4
Netherlands,2005-12-31,96.59,2005,4
Norway,2005-12-31,72.44,2005,4
New Zealand,2005-12-31,89.27,2005,4
Peru,2005-12-31,60.96,2005,4
Serbia,2005-12-31,61.45,2005,4
Russia,2005-12-31,37.31,2005,4
Sweden,2005-12-31,73.63,2005,4
United States,2005-12-31,139.92,2005,4
South Africa,2005-12-31,77.51,2005,4
United Arab Emirates,2006-03-31,80.72,2006,1
Austria,2006-03-31,84.93,2006,1
Australia,2006-03-31,71.93,2006,1
Belgium,2006-03-31,83.44,2006,1
Bulgaria,2006-03-31,82.67,2006,1
Brazil,2006-03-31,42.31,2006,1
Canada,2006-03-31,78.03,2006,1
Switzerland,2006-03-31,84.87,2006,1
Chile,2006-03-31,83.91,2006,1
China,2006-03-31,78.01,2006,1
Colombia,2006-03-31,58.71,2006,1
Cyprus,2006-03-31,68.32,2006,1
Germany,2006-03-31,96.04,2006,1
Denmark,2006-03-31,107.79,2006,1
Estonia,2006-03-31,120.57,2006,1
Spain,2006-03-31,95.35,2006,1
Finland,2006-03-31,85.47,2006,1
France,2006-03-31,90.82,2006,1
United Kingdom,2006-03-31,94.24,2006,1
Greece,2006-03-31,97.15,2006,1
Indonesia,2006-03-31,90.52,2006,1
Ireland,2006-03-31,136.28,2006,1
Israel,2006-03-31,72.13,2006,1
Iceland,2006-03-31,95.84,2006,1
Italy,2006-03-31,92.32,2006,1
South Korea,2006-03-31,83.0,2006,1
Lithuania,2006-03-31,102.85,2006,1
Latvia,2006-03-31,111.95,2006,1
Morocco,2006-03-31,94.72,2006,1
"Macedonia, FYR",2006-03-31,77.78,2006,1
Mexico,2006-03-31,79.09,2006,1
Malaysia,2006-03-31,83.17,2006,1
Netherlands,2006-03-31,97.66,2006,1
Norway,2006-03-31,77.02,2006,1
New Zealand,2006-03-31,91.52,2006,1
Peru,2006-03-31,61.35,2006,1
Serbia,2006-03-31,60.5,2006,1
Russia,2006-03-31,43.27,2006,1
Sweden,2006-03-31,76.23,2006,1
Slovak Republic,2006-03-31,74.15,2006,1
United States,2006-03-31,142.2,2006,1
South Africa,2006-03-31,81.67,2006,1
United Arab Emirates,2006-06-30,83.7,2006,2
Austria,2006-06-30,85.64,2006,2
Australia,2006-06-30,74.54,2006,2
Belgium,2006-06-30,85.72,2006,2
Bulgaria,2006-06-30,84.03,2006,2
Brazil,2006-06-30,43.62,2006,2
Canada,2006-06-30,82.06,2006,2
Switzerland,2006-06-30,84.96,2006,2
Chile,2006-06-30,84.0,2006,2
China,2006-06-30,79.54,2006,2
Colombia,2006-06-30,60.27,2006,2
Cyprus,2006-06-30,72.44,2006,2
Germany,2006-06-30,97.35,2006,2
Denmark,2006-06-30,114.26,2006,2
Estonia,2006-06-30,132.67,2006,2
Spain,2006-06-30,99.43,2006,2
Finland,2006-06-30,87.1,2006,2
France,2006-06-30,93.7,2006,2
United Kingdom,2006-06-30,97.82,2006,2
Greece,2006-06-30,99.94,2006,2
Indonesia,2006-06-30,90.83,2006,2
Ireland,2006-06-30,143.68,2006,2
Israel,2006-06-30,70.92,2006,2
Iceland,2006-06-30,99.28,2006,2
Italy,2006-06-30,94.11,2006,2
South Korea,2006-06-30,84.93,2006,2
Lithuania,2006-06-30,103.8,2006,2
Latvia,2006-06-30,123.48,2006,2
Morocco,2006-06-30,92.26,2006,2
"Macedonia, FYR",2006-06-30,75.64,2006,2
Mexico,2006-06-30,81.31,2006,2
Malaysia,2006-06-30,83.73,2006,2
Netherlands,2006-06-30,98.94,2006,2
Norway,2006-06-30,80.81,2006,2
New Zealand,2006-06-30,92.33,2006,2
Peru,2006-06-30,58.84,2006,2
Serbia,2006-06-30,60.58,2006,2
Russia,2006-06-30,47.45,2006,2
Sweden,2006-06-30,78.43,2006,2
Slovak Republic,2006-06-30,77.12,2006,2
United States,2006-06-30,141.74,2006,2
South Africa,2006-06-30,84.66,2006,2
United Arab Emirates,2006-09-30,90.73,2006,3
Austria,2006-09-30,86.19,2006,3
Australia,2006-09-30,75.9,2006,3
Belgium,2006-09-30,88.2,2006,3
Bulgaria,2006-09-30,87.86,2006,3
Brazil,2006-09-30,45.11,2006,3
Canada,2006-09-30,84.84,2006,3
Switzerland,2006-09-30,85.37,2006,3
Chile,2006-09-30,86.35,2006,3
China,2006-09-30,80.86,2006,3
Colombia,2006-09-30,63.54,2006,3
Cyprus,2006-09-30,73.71,2006,3
Germany,2006-09-30,98.28,2006,3
Denmark,2006-09-30,116.59,2006,3
Estonia,2006-09-30,141.96,2006,3
Spain,2006-09-30,102.68,2006,3
Finland,2006-09-30,88.16,2006,3
France,2006-09-30,96.7,2006,3
United Kingdom,2006-09-30,100.84,2006,3
Greece,2006-09-30,101.55,2006,3
Indonesia,2006-09-30,91.38,2006,3
Ireland,2006-09-30,151.45,2006,3
Israel,2006-09-30,70.68,2006,3
Iceland,2006-09-30,99.87,2006,3
Italy,2006-09-30,95.82,2006,3
South Korea,2006-09-30,85.94,2006,3
Lithuania,2006-09-30,114.26,2006,3
Latvia,2006-09-30,136.32,2006,3
Morocco,2006-09-30,91.03,2006,3
"Macedonia, FYR",2006-09-30,77.65,2006,3
Mexico,2006-09-30,81.95,2006,3
Malaysia,2006-09-30,83.94,2006,3
Netherlands,2006-09-30,100.07,2006,3
Norway,2006-09-30,83.43,2006,3
New Zealand,2006-09-30,94.48,2006,3
Peru,2006-09-30,53.75,2006,3
Serbia,2006-09-30,61.71,2006,3
Russia,2006-09-30,54.35,2006,3
Sweden,2006-09-30,80.53,2006,3
Slovak Republic,2006-09-30,79.13,2006,3
United States,2006-09-30,140.66,2006,3
South Africa,2006-09-30,85.61,2006,3
United Arab Emirates,2006-12-31,90.96,2006,4
Austria,2006-12-31,85.88,2006,4
Australia,2006-12-31,77.25,2006,4
Belgium,2006-12-31,88.87,2006,4
Bulgaria,2006-12-31,92.71,2006,4
Brazil,2006-12-31,46.82,2006,4
Canada,2006-12-31,85.67,2006,4
Switzerland,2006-12-31,85.79,2006,4
Chile,2006-12-31,85.89,2006,4
China,2006-12-31,81.82,2006,4
Colombia,2006-12-31,64.81,2006,4
Cyprus,2006-12-31,78.52,2006,4
Germany,2006-12-31,97.25,2006,4
Denmark,2006-12-31,115.37,2006,4
Estonia,2006-12-31,156.86,2006,4
Spain,2006-12-31,105.34,2006,4
Finland,2006-12-31,89.54,2006,4
France,2006-12-31,97.5,2006,4
United Kingdom,2006-12-31,102.74,2006,4
Greece,2006-12-31,105.81,2006,4
Indonesia,2006-12-31,91.93,2006,4
Ireland,2006-12-31,153.6,2006,4
Israel,2006-12-31,68.78,2006,4
Iceland,2006-12-31,99.83,2006,4
Italy,2006-12-31,96.46,2006,4
South Korea,2006-12-31,89.82,2006,4
Lithuania,2006-12-31,126.81,2006,4
Latvia,2006-12-31,148.34,2006,4
Morocco,2006-12-31,92.07,2006,4
"Macedonia, FYR",2006-12-31,74.22,2006,4
Mexico,2006-12-31,82.21,2006,4
Malaysia,2006-12-31,86.49,2006,4
Netherlands,2006-12-31,100.94,2006,4
Norway,2006-12-31,84.47,2006,4
New Zealand,2006-12-31,97.81,2006,4
Peru,2006-12-31,57.11,2006,4
Serbia,2006-12-31,61.68,2006,4
Russia,2006-12-31,61.63,2006,4
Sweden,2006-12-31,81.0,2006,4
Slovak Republic,2006-12-31,83.65,2006,4
United States,2006-12-31,140.32,2006,4
South Africa,2006-12-31,88.07,2006,4
United Arab Emirates,2007-03-31,98.56,2007,1
Austria,2007-03-31,88.39,2007,1
Australia,2007-03-31,77.93,2007,1
Belgium,2007-03-31,90.97,2007,1
Bulgaria,2007-03-31,101.34,2007,1
Brazil,2007-03-31,48.73,2007,1
Canada,2007-03-31,87.68,2007,1
Switzerland,2007-03-31,86.93,2007,1
Chile,2007-03-31,90.4,2007,1
China,2007-03-31,82.14,2007,1
Colombia,2007-03-31,68.8,2007,1
Cyprus,2007-03-31,83.06,2007,1
Germany,2007-03-31,96.7,2007,1
Denmark,2007-03-31,115.78,2007,1
Estonia,2007-03-31,161.96,2007,1
Spain,2007-03-31,107.87,2007,1
Finland,2007-03-31,90.84,2007,1
France,2007-03-31,98.2,2007,1
United Kingdom,2007-03-31,104.2,2007,1
Greece,2007-03-31,105.58,2007,1
Hungary,2007-03-31,101.41,2007,1
Indonesia,2007-03-31,92.16,2007,1
Ireland,2007-03-31,155.87,2007,1
Israel,2007-03-31,68.36,2007,1
Iceland,2007-03-31,101.71,2007,1
Italy,2007-03-31,97.73,2007,1
South Korea,2007-03-31,92.93,2007,1
Lithuania,2007-03-31,132.13,2007,1
Luxembourg,2007-03-31,90.67,2007,1
Latvia,2007-03-31,167.51,2007,1
Morocco,2007-03-31,93.39,2007,1
"Macedonia, FYR",2007-03-31,77.51,2007,1
Mexico,2007-03-31,84.5,2007,1
Malaysia,2007-03-31,87.19,2007,1
Netherlands,2007-03-31,102.29,2007,1
Norway,2007-03-31,89.7,2007,1
New Zealand,2007-03-31,101.88,2007,1
Peru,2007-03-31,55.14,2007,1
Serbia,2007-03-31,60.48,2007,1
Russia,2007-03-31,70.52,2007,1
Sweden,2007-03-31,84.13,2007,1
Slovenia,2007-03-31,98.68,2007,1
Slovak Republic,2007-03-31,90.36,2007,1
United States,2007-03-31,138.75,2007,1
South Africa,2007-03-31,91.14,2007,1
United Arab Emirates,2007-06-30,104.78,2007,2
Austria,2007-06-30,90.2,2007,2
Australia,2007-06-30,81.41,2007,2
Belgium,2007-06-30,92.78,2007,2
Bulgaria,2007-06-30,106.77,2007,2
Brazil,2007-06-30,50.87,2007,2
Canada,2007-06-30,91.37,2007,2
Switzerland,2007-06-30,86.82,2007,2
Chile,2007-06-30,91.03,2007,2
China,2007-06-30,84.22,2007,2
Colombia,2007-06-30,72.32,2007,2
Cyprus,2007-06-30,89.87,2007,2
Germany,2007-06-30,96.6,2007,2
Denmark,2007-06-30,117.35,2007,2
Estonia,2007-06-30,172.36,2007,2
Spain,2007-06-30,110.95,2007,2
Finland,2007-06-30,92.31,2007,2
France,2007-06-30,99.9,2007,2
United Kingdom,2007-06-30,108.23,2007,2
Greece,2007-06-30,106.73,2007,2
Hungary,2007-06-30,103.87,2007,2
Indonesia,2007-06-30,92.78,2007,2
Ireland,2007-06-30,155.63,2007,2
Israel,2007-06-30,68.87,2007,2
Iceland,2007-06-30,106.88,2007,2
Italy,2007-06-30,98.85,2007,2
South Korea,2007-06-30,93.34,2007,2
Lithuania,2007-06-30,137.61,2007,2
Luxembourg,2007-06-30,91.29,2007,2
Latvia,2007-06-30,172.47,2007,2
Morocco,2007-06-30,94.62,2007,2
"Macedonia, FYR",2007-06-30,78.34,2007,2
Mexico,2007-06-30,88.14,2007,2
Malaysia,2007-06-30,87.41,2007,2
Netherlands,2007-06-30,103.18,2007,2
Norway,2007-06-30,93.1,2007,2
New Zealand,2007-06-30,104.74,2007,2
Peru,2007-06-30,58.79,2007,2
Serbia,2007-06-30,60.82,2007,2
Russia,2007-06-30,72.91,2007,2
Sweden,2007-06-30,89.29,2007,2
Slovenia,2007-06-30,100.78,2007,2
Slovak Republic,2007-06-30,96.73,2007,2
United States,2007-06-30,134.68,2007,2
South Africa,2007-06-30,93.38,2007,2
United Arab Emirates,2007-09-30,114.22,2007,3
Austria,2007-09-30,90.75,2007,3
Australia,2007-09-30,84.32,2007,3
Belgium,2007-09-30,94.54,2007,3
Bulgaria,2007-09-30,114.76,2007,3
Brazil,2007-09-30,53.27,2007,3
Canada,2007-09-30,93.59,2007,3
Switzerland,2007-09-30,87.19,2007,3
Chile,2007-09-30,91.75,2007,3
China,2007-09-30,86.5,2007,3
Colombia,2007-09-30,72.93,2007,3
Cyprus,2007-09-30,92.39,2007,3
Germany,2007-09-30,97.25,2007,3
Denmark,2007-09-30,117.6,2007,3
Estonia,2007-09-30,167.36,2007,3
Spain,2007-09-30,112.15,2007,3
Finland,2007-09-30,93.21,2007,3
France,2007-09-30,102.2,2007,3
United Kingdom,2007-09-30,111.25,2007,3
Greece,2007-09-30,107.82,2007,3
Hungary,2007-09-30,108.03,2007,3
Indonesia,2007-09-30,93.08,2007,3
Ireland,2007-09-30,155.75,2007,3
Israel,2007-09-30,70.89,2007,3
Iceland,2007-09-30,112.43,2007,3
Italy,2007-09-30,100.21,2007,3
South Korea,2007-09-30,93.88,2007,3
Lithuania,2007-09-30,146.58,2007,3
Luxembourg,2007-09-30,95.0,2007,3
Latvia,2007-09-30,186.09,2007,3
Morocco,2007-09-30,95.86,2007,3
"Macedonia, FYR",2007-09-30,76.79,2007,3
Mexico,2007-09-30,88.43,2007,3
Malaysia,2007-09-30,88.47,2007,3
Netherlands,2007-09-30,105.2,2007,3
Norway,2007-09-30,92.97,2007,3
New Zealand,2007-09-30,105.2,2007,3
Peru,2007-09-30,60.22,2007,3
Serbia,2007-09-30,62.73,2007,3
Russia,2007-09-30,75.73,2007,3
Sweden,2007-09-30,92.52,2007,3
Slovenia,2007-09-30,104.16,2007,3
Slovak Republic,2007-09-30,104.94,2007,3
United States,2007-09-30,130.44,2007,3
South Africa,2007-09-30,96.4,2007,3
United Arab Emirates,2007-12-31,125.51,2007,4
Austria,2007-12-31,89.33,2007,4
Australia,2007-12-31,87.51,2007,4
Belgium,2007-12-31,94.91,2007,4
Bulgaria,2007-12-31,124.81,2007,4
Brazil,2007-12-31,55.93,2007,4
Canada,2007-12-31,94.22,2007,4
Switzerland,2007-12-31,87.82,2007,4
Chile,2007-12-31,91.03,2007,4
China,2007-12-31,89.15,2007,4
Colombia,2007-12-31,76.44,2007,4
Cyprus,2007-12-31,95.83,2007,4
Germany,2007-12-31,97.44,2007,4
Denmark,2007-12-31,115.4,2007,4
Estonia,2007-12-31,164.96,2007,4
Spain,2007-12-31,111.35,2007,4
Finland,2007-12-31,93.21,2007,4
France,2007-12-31,102.9,2007,4
United Kingdom,2007-12-31,111.14,2007,4
Greece,2007-12-31,108.37,2007,4
Hungary,2007-12-31,108.89,2007,4
Indonesia,2007-12-31,93.54,2007,4
Ireland,2007-12-31,154.31,2007,4
Israel,2007-12-31,69.99,2007,4
Iceland,2007-12-31,114.9,2007,4
Italy,2007-12-31,100.74,2007,4
South Korea,2007-12-31,94.56,2007,4
Lithuania,2007-12-31,149.25,2007,4
Luxembourg,2007-12-31,94.48,2007,4
Latvia,2007-12-31,182.67,2007,4
Morocco,2007-12-31,101.44,2007,4
"Macedonia, FYR",2007-12-31,82.24,2007,4
Mexico,2007-12-31,88.2,2007,4
Malaysia,2007-12-31,88.96,2007,4
Netherlands,2007-12-31,106.18,2007,4
Norway,2007-12-31,90.88,2007,4
New Zealand,2007-12-31,105.3,2007,4
Peru,2007-12-31,66.62,2007,4
Serbia,2007-12-31,65.37,2007,4
Russia,2007-12-31,79.45,2007,4
Sweden,2007-12-31,89.84,2007,4
Slovenia,2007-12-31,108.8,2007,4
Slovak Republic,2007-12-31,113.02,2007,4
United States,2007-12-31,126.15,2007,4
South Africa,2007-12-31,100.07,2007,4
United Arab Emirates,2008-03-31,137.13,2008,1
Austria,2008-03-31,89.96,2008,1
Australia,2008-03-31,87.9,2008,1
Belgium,2008-03-31,95.84,2008,1
Bulgaria,2008-03-31,133.34,2008,1
Brazil,2008-03-31,58.87,2008,1
Canada,2008-03-31,95.61,2008,1
Switzerland,2008-03-31,88.38,2008,1
Chile,2008-03-31,89.77,2008,1
China,2008-03-31,89.86,2008,1
Colombia,2008-03-31,80.86,2008,1
